공원,섹터,대표제목,보도건수,언론사수,언론사목록,최초보도일,최종보도일,대표링크
치악산,재난안전,"입산통제가 만능 아니다…등산객, 치악산 산불 잡다 [화제]",1,1,월간산,2026-07-03,2026-07-03,https://news.google.com/rss/articles/CBMiZkFVX3lxTFBqaHBaZEVPcUlMYi05TFdDc3pGMUI0bHhkbFRxa2hhMjMzbGxLbjRNbzhITjNaMnU4cUx4cUs4TktHa1NySGhOYnJ6alNQWnJVNTkyN3VIN01lTG9MZTQ5c0tYN3BsZ9IBakFVX3lxTE1IQkF5OGl3RzJ1TXctYkwySFI1dXZ2YXRTQnEyUHY4X0dGX082dzNwLUpiZ2VQVkI2NDFfaXJSSWNIQVRXU1JLcjJ1elVhZDRlVDczbC1rQkhPVEdKRjlFWFBlZjctUWFrUUE?oc=5
(전체·공통),기타,"[길따라] 자연의 심장부로 걸어 들어온 로봇, 설마 했던 국립공원까지",1,1,연합뉴스,2026-07-03,2026-07-03,https://news.google.com/rss/articles/CBMiW0FVX3lxTE1nTHFIT2drUi1lcXhwbjhMd2k3UmJSTTJCbjNJaWdpZlZPNnhZemIxQXVkLTJkeVVsaEp4SWtEZHZweW1OempNTmtpUDBrQ2ZGUzZsWkZBSFBtVG_SAWBBVV95cUxNMmtmWV9ldy1fNEgzSnNKRC0yQVpuc0xndlREb0Y0aGRaR2VVZUFiY19FZmVnSVNQUDlWM2w3cmF5eWkwNGpVQzUtbF9nRGZrSHJ2T0lmYldtREFld2tOV1Y?oc=5
팔공산,재난안전,"팔공산국립공원 AI 산불감시카메라, 야간 화재 조기 포착",1,1,뉴시스,2026-07-02,2026-07-02,https://news.google.com/rss/articles/CBMiYEFVX3lxTE01WUpmZzlPNHF4d0wwd2NUZFkxdGZ6d3JGQkhiUHc3Sk93M2RoSEVLWTJqM3VZMklmR0JQckJSMFFFczNMWGhOdUhMSzVCUjRveTgzaTFuMTFlRGREVVpROdIBeEFVX3lxTE9ENXhyWm1LZVpKSXpudTQ1RllUWDBpOFZzN0ItNmhXZTNaTEhQbkJkQWFkbnZlUzNkQW8xU3lRX25wTC1sVEhxcVpENXQxSk1ody1GUVRvY1pCc0hOeGowaTMxTnRzMmNKRzRIXzNldkgta01uRjZMRQ?oc=5
태백산,기타,[배건일의 걷다보니 108회] 천상의 화원 태백산국립공원 금대봉과 대덕산.,1,1,경기남부뉴스,2026-07-02,2026-07-02,https://news.google.com/rss/articles/CBMiYkFVX3lxTE5haExXVC1PV0tON3JvcXBxOXprMUdxQjA2LXVTUjAyd3FVRHhKOVhneGZibnhOUlFRVjlHRElteEJ0OGl1YlZFeXo4cm5ueGhXaHZ4RDU1dGhXakxyNi1vV0JB?oc=5
지리산,행정,지리산국립공원 전북사무소장에 강길영 부임,1,1,전북일보 인터넷신문,2026-07-02,2026-07-02,https://news.google.com/rss/articles/CBMiVEFVX3lxTFBSWU45a2FmdGhSRkdNU0cwU2xpYzlhUUJ0OUZYNmRRLTF2ZURiYy1lRS1yRFBZY3UybEY5RnZiY1gwR1lYMHVibXo4dVE4dzhDeVBHbtIBWEFVX3lxTFBSMi1zOEJEUGlwNDRWS1NHenE0cUVGWXpoSElwVFpBRFRtcERiQ0EtX0xzd3lhM09LMW1oVHlQWkFXcDkwTnhJbG1rcmFnSG01elk1NERvekM?oc=5
(전체·공통),행정,"국립공원공단 노조, 정부 E등급 및 현장 축소 정책 규탄 집회",1,1,강원도민일보,2026-07-02,2026-07-02,https://news.google.com/rss/articles/CBMiZ0FVX3lxTFBJb0NvZk1YRXhubnpHNlN0RDFIT21YbEpIRWtQUGgyNC1CRHVZNENIY3ZhT2FCbFJwOEtQZTV4ai05QmszSFN2SGxjM2ZseGotclVYVFhleXFVeWRPS1hKVFROSUFkNmc?oc=5
(전체·공통),행정,"‘경평 낙제점’ 국립공원공단, 분소 축소 강행에 안전 위협 지적 나와",1,1,안전신문,2026-07-02,2026-07-02,https://news.google.com/rss/articles/CBMicEFVX3lxTE9lV0xablhXUkdrb1d0T05QNkk4MUhpbzVPdGxibWcyX3k5ME55Rm1oaE04WmJpaVFwVmN5SWc0YVJyRkpaREs1RWIwX012ZGRpWHViUlg3a3VEclM1VlBwUEJkRW51dFkwTU12ZVJ3U04?oc=5
(전체·공통),행정,"국립공원노조, 공단 본사 앞 규탄집회…""경영평가 E등급 책임, 현장에 떠넘기지 말라""",1,1,서울경제TV,2026-07-02,2026-07-02,https://news.google.com/rss/articles/CBMiZEFVX3lxTE5JMV9DZE1WdElSZFROVmp2V0ZRUXdPc281MmVNOTkyTDFnQnhUVVVwZjltajI4OTdKVFUtbExWdEh1NDZVdWVwelNJUkVXcGs5NkUtZjc2VW9vY0xBQXk2YzVmZ3Y?oc=5
지리산,재난안전,"지리산국립공원 경남사무소, 민·관 합동 안전점검 시행",1,1,경남일보,2026-07-01,2026-07-01,https://news.google.com/rss/articles/CBMia0FVX3lxTE5fblFDNk9mYkpCWnNrRmdTaWdvWnFnY1lOSHpHelJFdVNSWmFKMkJra1dweGNfaURTQ0kzUDZaUnBjYnZxS29aSWM3RHNTV195cEVEQ1BEUm85WW5oT1p2aXBMWUhwUy1vTVo4?oc=5
지리산,기타,눈앞 지리산 두고 20여년 갇혔던 곰들… 마침내 철창 밖으로,1,1,한겨레,2026-07-01,2026-07-01,https://news.google.com/rss/articles/CBMidEFVX3lxTE9vWWpDMldJWElmalFPTHhEamVlSG9Oc1ZxdFpMWW1GU3NHRWhrTlB6alB0dWg3YTFLMERpMURxQVBPak5UdDJ5NFF5aXA1aWFXb1NYQXZWckR6cHpmakRUNWtNS2JrWkIwRlc1T1JFckhobDVY?oc=5
설악산,구조활동,"설악산 암벽 추락 50대…들것에 싣고 13시간 걸어 내려온 구조대원들 [고마워요, 공복]",1,1,네이트,2026-07-01,2026-07-01,https://news.google.com/rss/articles/CBMiU0FVX3lxTE5YTllldTZaY256X05lZWdMNEZSbF84RkNKYVFHand1QjRwUEpLOHgzZVJVc2RUVWl5dlFUcFJwOHJyUHFJTTV6NnN5c3c1cDlZaU8w?oc=5
계룡산,기타,"[기고] 우거진 계룡산의 녹음, ‘안전’이라는 준비물로부터",1,1,데일리안,2026-07-01,2026-07-01,https://news.google.com/rss/articles/CBMiowJBVV95cUxPVGFmUFFOMjhSUFRVYnh1RXlKRkNyV0VMUGticW1FY1JxRVVJRW9FcGxDQl9fQjFsS0l4WDlFLXNNN3pyclk3enJpelFWMFVnYnBDR2Nmd3FpSGtWRkJaOWRVcVR3Y2RDRVdWdHQzeFVUTDR4Y1haQkIzNXpHak0zby0xa2VlZ0lQS01rSzFXV0x3LUw3b3kzWWxmZE4tQWpiRzJfY0prbWhpOWt2UkNhTWtWenBweDA0OFV5VlFSeW5FdlNobnF3azlCZ1Nlb0JYWnJoeC1BVkFhd3JfSGVTUEVsSWN4MHNRVTZtMG53STExUnllX0ZrdC1JbTRtQU8zSEpWeGk3dkd6QWduOVhGNjBuR2JEc2ZYUzctSm83VWFFUlU?oc=5
지리산,자원보전,지리산 노고단에 활짝 핀 멸종위기식물…'날개하늘나리',1,1,뉴시스,2026-06-30,2026-06-30,https://news.google.com/rss/articles/CBMiYEFVX3lxTFBLUjk0VjZiOHJsbVpmdEFmWllLREZXSVVQVklMSk9WUVhhR21WX3ZjYXZLQWNCUjBUX0c2X2ZZQ0FrbmxuYThLVE5hUkxBRGVfZWVBVlZKSmlyVUFrN3d5MNIBeEFVX3lxTE5tdl9iMURqd2ZIdHNjdXRCUU5ONUhSR2dNRS1GRmRFSkNfenBpZVhmazg2ZHYwWkpySWV3TnNFZHRSTzdoazhtNmRsZUtfWUQtQ3RpNldtZ0hQQnE3a2dXdk11SU1qb0N2eW95YTBXcmxqaWc5a0ctRQ?oc=5
월악산,기타,빈집에 서울 청년이 들어왔다…제천 월악산 밑 MZ들의 귀농일기,1,1,뉴스1,2026-06-30,2026-06-30,https://news.google.com/rss/articles/CBMiX0FVX3lxTFBONzlWei0wZGVROXVvVnlkMkFwOEFVeFlJZmpzS2NJaUhZbWZLQVQ2T0NKMDBxaHg2NDA3NVgtV09OUDFRbkxiM25QSFJWNWN4WS1uck5zN3V5YkZQZlVB?oc=5
(전체·공통),행정,[기자수첩]국립공원공단에 내려진 '경고'…안전은 변명이 아닌 책무다,1,1,서울경제TV,2026-06-30,2026-06-30,https://news.google.com/rss/articles/CBMiZEFVX3lxTE5sU3NVaU1VNHFJUmhSZlBKTEJvaThyQjdJaFZKRkktNTNlNXdMcHUwUk81Q1F2MXhLczI4OEJBSVBHMTIzNl9tVXRGQUUwSnJ0NVVUblRtUkpUdGEtZGhITDRnc3U?oc=5
북한산,구조활동,"국립공원구조대, 북한산 염초봉 고립 외국인 2명 구조",1,1,뉴스1,2026-06-29,2026-06-29,https://news.google.com/rss/articles/CBMiVkFVX3lxTE1GVVpKRHltQUpHZ2dDQXp0WUo1dEdEVnVEN29nYTN5b3ZzUFRKelp2RzRfbnYxT1Q5NUhRdlR4T2lkdjRIc1ZoTHlaM18xOWZpc3JvV2d30gFbQVVfeXFMT0VyV0RzcVVYSmppbVI1Z0tIbFo4NEN5Y19ibEd6N1JzTkJkWEhRTVpEQU11a3BjMlA3YVJGM1M1R1VDLVY4QXJ0SzhTaWZBTGR1cTN2czlza0ZvUQ?oc=5
(전체·공통),행정,"[단독]국립공원공단, 분소 통폐합 놓고 노사 정면충돌",1,1,서울경제TV,2026-06-29,2026-06-29,https://news.google.com/rss/articles/CBMiZEFVX3lxTE1xNXJ4OXJObjhfSzNKTDg1aUNYZkFWQTg4eW5lbEZiVkZVVlZOZmhRa1VZY2NRcGQwaHA1WVZTLVFmb2tGT2pOQlJBOWZYbms3b09WWHY4Zkd4MmhqbVdCZXNYalE?oc=5
월악산,탐방시설,"월악산국립공원, 닷돈재 야영장서 ‘푸드존’ 운영",1,1,중부매일,2026-06-28,2026-06-28,https://news.google.com/rss/articles/CBMiakFVX3lxTE1aSU9fSjRuM0ZnU3phMDMyeUl2VXFmLVFrQXdVX3gtOVFBUG1ZT25WZWtSS3hvUFJaUFJXUVo0UnJlS0F4dVozUjZBNEJvczRDWEI2b0tRUndqU0xhNXF2ZTV6V2lsc0JsVmfSAW5BVV95cUxPNFh0bW9lcU9ISHlwajRYWElsYkN5T0tfRF9HQVhoa29ISDRCaGFxeEJVOTJCcW9nOHhzT1BvMjFRRy12Q29RNDhLcTZEM0dqbndWbjY4UUpnOWl2dVViVVV2QS1MaXB2ZENSeUU0Zw?oc=5
월악산,탐방시설,월악산 명품 푸드존 개장…맛집·피크닉 함께 즐긴다,1,1,kyongbuk.co.kr,2026-06-28,2026-06-28,https://news.google.com/rss/articles/CBMib0FVX3lxTE9MYkRyczVvYnRCTGhucEJaRlpIcmtkcWhCeEJYWFZRX3VlTUJvMnNRZjJNYnhfWnR2X0hZajRxTUNhdU5vTDR4dWFjTUVmSlMwNDN1OC10c2dJV2VpYUdWWlFnQWRXOGtCMlk1RDlEbw?oc=5
변산반도,자원보전,"스카우트 대원들, 변산반도서 환경보전·생태교육 ‘홍익인간 챌린지’ 펼쳐",1,1,부안뉴스,2026-06-28,2026-06-28,https://news.google.com/rss/articles/CBMiZkFVX3lxTE9FY2xPNUQ4RWQ5REpLYmZBMkEtNXZESWRLOFJUUVlIVlpDcUZwd1hXSU9uaHRWaXZSMmczRmhZeUNlRGVXRTRJa0Y1ekUybVZVLU40YlhfbGRENFA3eWJWeWZRYkRqUQ?oc=5
(전체·공통),탐방시설,[바로간다] 차로 오르는 국립공원 고지대‥탐방압력 이대로 괜찮나,1,1,imnews.imbc.com,2026-06-28,2026-06-28,https://news.google.com/rss/articles/CBMieEFVX3lxTE1sOGpqd0dQTW00Q0pBV3huN2RNdWVEUXFOR2czVDVOTXBzR2tEVnhpQ1U4eG1vX3JJcUVMcUMxSUl1YU51VnlnMFIzU0RzM1N4QUFiRms0UGJTaEZBOHBpaEhONlZvZ2lSZDByMElvaklOVEs0M1FHSQ?oc=5
설악산,기타,설악산·운장산서 연이은 사망사고…여름 산행 조심해야,1,1,MBN 홈페이지,2026-06-27,2026-06-27,https://news.google.com/rss/articles/CBMiVEFVX3lxTE1LLWd1VTBOU0JDY2ZwTHlsZ3FZaUQwWVJyc1F5aDNMVk1ZNC1nWEtSVmJsZ0owbHM1OW11N20xdVFDV3dWam5rTjhoWUEzeFhHUEdVWNIBTEFVX3lxTFBxdXJNV01wdlMxQmMyekx6OWlqRGFfWXoyV2NzMDJkUWtoTElvanlvVXkzZ05nSzVhdnl6VWVYVmJrYVhUSkg0N0NscEk?oc=5
다도해해상,기타,"""15명이 450년을 지켜온 섬이라니""... 다도해해상국립공원이 인정한 11번째 명품마을",1,1,ardentnews.co.kr,2026-06-27,2026-06-27,https://news.google.com/rss/articles/CBMib0FVX3lxTE5WMzhzblRLenBfQVEzYTJ3Q3lBM2NxNEVzSE82ZlpSZWNKNDdtcUV3LUtVUVNuM1lCbWpoV3FaZXAxQjV4SmNqUlhmZDhuYTRMRUprQzZYdU1WT09IWXpDQlpQdklTbEpPRkpSTjY4c9IBc0FVX3lxTE9OUkVSWVFmdWtsTFVqRTI5SmN4SEpCZjFpS0NTcTFlNzNPelNrc0Z1UU1ZWnBiYjJocEw3c1BjNDNLeVpHSGtRLTBWX3BfQVZ1T24wckJUVkc1OGZFM29fV3YteUgzcnAxclV3TW0wM0M5dlE?oc=5
계룡산,기타,계룡산에 등산객 발길 이어져…오전에만 1039명 몰려,1,1,뉴스1,2026-06-27,2026-06-27,https://news.google.com/rss/articles/CBMiYEFVX3lxTE1EdXQtNmV2TF9hZXZaYUZrcUJZSU55dUpzWjIzT1J4UXRsbExWVGlEMW56ODAyS2tMRXNUR1lYSDE1ektNWkVWQ2ZIaU00TmtybkUwQVRKR3c0dTVlLWx4VNIBZkFVX3lxTE0zb1FGQUQtR0xONUZsdDM4WVp6UVVxYmxiUmxvVDVrRXU3Um1rODZFTmt5X3NrX1RWSkUwMTVudFkxbmhMbFpPUEFKY29raXBhUEFIeTZjeXd2YS02WTFocy1zTHNCQQ?oc=5
지리산,기타,"""지리산·설악산 제치고 만족도 1위 했다고?""... 유네스코가 3번 인정한 주상절리 절경 '100대 명산'",1,1,ardentnews.co.kr,2026-06-26,2026-06-26,https://news.google.com/rss/articles/CBMib0FVX3lxTFBvaFlfWEJlQVZYcl81ZmZ5WjRrVkhCMWhwbV9EMEoyS3hwMGJjdVdzb1NfX2Zndm9qRFJ6RlNBa1FOU0hmZ3VqWU9Wa2J5OWhQUzdEZkhWaHJkVmZ4QWhkOEV1OHE3cUo0S01yNk9yTdIBc0FVX3lxTE1MRVI4QTJQUzRqb3k2czBGMU9Nb0Z5aUhaWWxEVUJpYUgzVEpBeWNyRHc5a0tWLU9QODQybEZLNTNqd3ZQOXRVcmpndGl1akpSRVRTZmhiRUVoQ1Ztd28zRnd0QnVPelZwVTNoeUtoQ0plS0U?oc=5
경주,기타,망원시장·경주국립공원에 AI 붙인다…관광현장 실증 착수,1,1,아시아경제,2026-06-26,2026-06-26,https://news.google.com/rss/articles/CBMiYEFVX3lxTE11amZuWDhuZkpzVFNaUmwxZGY2QnV5ME5RTEhTNnRCV0xDNExDemV5YnpEdVRtYXRNRWwzUHFzOGlZemdaNDVVT1lUSXl2VFdKUlgxNTRTamR4eXRCMzh6dQ?oc=5
한라산,자원보전,"한라산 중턱에 조성된 사토장, 생태축으로 복원된다",1,1,헤드라인제주,2026-06-25,2026-06-25,https://news.google.com/rss/articles/CBMic0FVX3lxTE5lTlMwMW1hMnJYbWVBeE8wcW5XLTVsSXF3NEdIRElsZkJLRWp3R3VDdHdOSXFkbWRMMUtINlQ0VExkRXpBMndZV1FaWFkydGNRcTZlYWd3NWZGS2Q2SElyVjA3NlcwcW9XQ2VZU0xCdUExNDA?oc=5
내장산,탐방시설,"장성군, 내장산 국립공원서 즐기는 ‘숲 속 여가’ 프로그램 개최",1,1,브릿지경제,2026-06-25,2026-06-25,https://news.google.com/rss/articles/CBMiWkFVX3lxTE5MNDhqQ2JSY3BNejdIQm1YeEtjSmRnUTRHT1B2WnhMZ0dVV3NkMjd0cnN5T1hKRGJldUEtNGJPdTdIMVVHdFZBU2hwWXdvLU1zLVdtUXl3SzFKZw?oc=5
한려해상,자원보전,"""한려해상 국립공원이 발아래 펼쳐진다니""... 해발 212m 기암절벽과 수국 군락을 품은 섬",1,1,ardentnews.co.kr,2026-06-24,2026-06-24,https://news.google.com/rss/articles/CBMib0FVX3lxTE9wT29iYmVqVkdqdUR0Z3d1YUtHVE9fWERCN3RMT2o5WjJfOVlaTlhUSWdmdmktU1hvbEM0WkFlMXhzMDNfWTJ4RDkyb3VSS29aYXc2bWdkcllnLWRCRlBHcEtSbWI5Zm8xSnJST0JsWdIBc0FVX3lxTE9SX3F5dmI0blBSd3FSTEZ6THBMNFpuTXVjLVN2XzdEVXpXc1VXaDNEZzE3NHVEZml1YkptZzVuRTVvNm9RUnotYkhhQWg0NVlhaEhJWHJzcXlIbnNGLXFrdXhVU2JCM1FVQTBERmtIUHdCQ1U?oc=5
지리산,기타,"지리산 천은사 상생의 길, 초여름 숲길에 피어난 ‘대흥란'[포토뉴스]",1,1,타파인,2026-06-24,2026-06-24,https://news.google.com/rss/articles/CBMiWEFVX3lxTE05ZUl3a3EwaFM0MkpfeGVRa2o4LVVQRm5oUDQ5UHRRN1JqRzZwZ2N0X0NiUkREMkN5TjQ5ODJUbTJOT3ZNV3JWUzRfb3hWVnQ4dFNpWko1dnU?oc=5
북한산,재난안전,"금한승 차관, 북한산국립공원 산사태 재해복구사업 현장 점검",1,1,연합뉴스,2026-06-24,2026-06-24,https://news.google.com/rss/articles/CBMiW0FVX3lxTFBRYno5eTZBTlRDeWNydklDRmlBbnprRzVraXpxdzh1Mk1jOEdIZl91YV92bDduSDMtZlR5aWgxNmtER181UWV1X3V3dVRrNjhFcU5xSkdjU1U4Y2PSAWBBVV95cUxOSHpDbVJtU0pxd1FnUlJENlg1ZkJhdnBwWFBqRFNnRjBJYzJEMFdDV283Rmd0RHZrVFdDdUg3NHBaSW00ZnNLc2FZbFpTUWd2RWstaV9RaXJydXd0Y3JxQTk?oc=5
설악산,탐방시설,"강원 시민단체, 새 도정에 설악산 오색케이블카 재검토 촉구",1,1,연합뉴스,2026-06-23,2026-06-23,https://news.google.com/rss/articles/CBMiW0FVX3lxTE1UUnVkWl8xa1lfVFFXaEd6X1NNTVpYblUzc0Q5Z3hUaDFaNWhkRnV1NGpGY3hWamdXUVpCSHJVWUJHUnpmUTVmb01Jdnd4SGZIbnRDMWVtQzExZFXSAWBBVV95cUxPT0tOZE0zTjB2YTR6NVlrT1diS3Z3U011Z1g3UW9ZUG9CSnV0V2tLZUcteXdjOUJIZlRPNU9rTmt3OWlIM3dqTHllUWppekwyTkhMTVRUdTE2M3l2SDdFNWk?oc=5
(전체·공통),기타,"[현장]국립공원 ‘탄소지도’ 펼쳐보니···숲, 탄소 202만t 줄인다",1,1,경향신문,2026-06-23,2026-06-23,https://news.google.com/rss/articles/CBMiWkFVX3lxTE9yZ1J5Y1FTcllvbnMxQkRQc3NfRGpnWjhXLURJQjVuWk5JUmlzanFSc1EyTnBFYUtBV0VsQlNWODRhNlhoS2Y1cEJVVVhqbEdqWURBRHQxLU04d9IBX0FVX3lxTFBDUmxtbWFYTTdjQTZiWW5YNUh6VS1pRWFzWjkzbmtvNHZzWEVJZVdWc3BfS2dId2ZRYXZxZHdUSmZZY05fd2QtNjRnTDhaNE44OHI5blhXV0xLalpDUDk4?oc=5
주왕산,기타,"주왕산 절경 속으로 첨벙, 국립공원 최초 계곡물 걷기 드디어 출격",1,1,이치저널,2026-06-22,2026-06-22,https://news.google.com/rss/articles/CBMiaEFVX3lxTE5QQkljanVaYWJMNzBtRkZGV3FNMUhGcnRJLVNqTzk3LTFfdTVZekVrRVNuQWJqUjlVbnF3MGRIeXh2dUgwWFRLc1A4TjRDSXByZU5Ya0s5dzNJZGhSa1F0NXJhcWRoTTB6?oc=5
금정산,기타,'환경의 날' 찾은 금정산 국립공원에서 참여한 '기후행동 실천 캠페인',1,1,대한민국 정책브리핑,2026-06-22,2026-06-22,https://news.google.com/rss/articles/CBMiakFVX3lxTE9pcUJ2WWc4bHc2U3NKQWc1bEF5NmlJNDJwdE16NjVJWlg4eW0zUGtad2FWNGJZQXJVYlhrVWZqd1JBbk5hbkdFY05wUFZLU2VRNzNZSXVaUzZhTnhMMEZXNTlEdG1jQkg2UVE?oc=5
(전체·공통),기타,발 담그고 계곡 걷고 섬 누비고…국립공원 여름 여행 떠나볼까,1,1,뉴스컬처,2026-06-22,2026-06-22,https://news.google.com/rss/articles/CBMiZkFVX3lxTE9pUnRGYk02NzFtMmlIcnV1amNrRTBva1R1QXZWcGV0LVkyYmNPNjRsWkdQdVlQOWdqOFc0UzN5Nm1sME9BajB2a3ZCbGltOXZzV1d5aG93M2p1bGkyWHZxX0ZRclA5Zw?oc=5
팔공산,기타,"""팔공산에 올빼미가 돌아왔다""…울창한 숲 형성 효과",1,1,뉴시스,2026-06-21,2026-06-21,https://news.google.com/rss/articles/CBMiYkFVX3lxTE40YXRkMlZmVnJaNk9QTXc1bnhKdjNfRUgzaVlVYmEzY2JKdXh3QktmbnJsWng0bWF6VDVnRjZtemZIMzhMLU5oX3NQeG84R0Z2TVlKbVVTc1FVX0hwbjhRLU9R?oc=5
지리산,행정,"지리산국립공원공단, 수액 채취용 폐호스 철거",1,1,경남일보,2026-06-21,2026-06-21,https://news.google.com/rss/articles/CBMia0FVX3lxTE5PUkJOU0pSUXRLS1pSTmlKSUxWWEFyUTFKdkxNVE9BVWJMalkwTnlXbklWSXp1QWoyWkJ3UHBWRTZ4c0Y1SGhJMEtVdzQ2X3JlU2ltbjlHZUdUTEZidEQycWxFYm1vMENrYXY4?oc=5
주왕산,기타,아이는 왜 길 아닌 수풀로 향했나… 주왕산 초등생 사망 46시간의 흔적 [사건플러스],1,1,한국일보,2026-06-21,2026-06-21,https://news.google.com/rss/articles/CBMibkFVX3lxTE9JaV9vRUN0ak40dEY3TFlSSUxvNDlKSjF2QnZkakxocS15ejZ3azdJckZpZVFsRUxXU1dBYTM4akRCVzFkekk4dHZSeW01U0F2aUREdHZFSnNFendoRmlzNXVGaHFWRk8xR3cxWUtn0gFzQVVfeXFMTnZ4T2dJM0pPX21hME9oN2JxX2JTNW5HUkFZaDRHMFNTTFI0YmRoRHdUNjVlVk9LdW1CTmJYWmhtZFNsYVJWVHNDdHJyd2txTWJ0amhWbV9ZLVo4cFhnWEd5U2w1Snh3ZWhLZmI1a1VpQUJUYw?oc=5
월출산,기타,"[기획칼럼] 바위의 시간, 달빛의 숨결…5월의 월출산이 다시 사람을 부른다",1,1,대한뉴스통신,2026-06-21,2026-06-21,https://news.google.com/rss/articles/CBMiV0FVX3lxTE5nZlVvd1ZxaUp2X1hVWXFJVWpjSmZ1VDNKVEVEaUxSd0dNRjJfU3VBZEptM0VMUU8tMTdNdlc2V3lvQ096eWkyLWdaaTdUQjIxdVBiWVZjMA?oc=5
월악산,기타,"""월악산에서 이탈리안 음식 즐겨요""",1,1,v.daum.net,2026-06-21,2026-06-21,https://news.google.com/rss/articles/CBMiT0FVX3lxTFBPY1pqeGp4X0pfSzJENDVCemtUSnNjbTU0cEdxWkwxdGRTNXpoLTAyZGtJbERCWFlqbmZ2TWNKR1RZblA3ekRVZGFRNTVYZ3M?oc=5
변산반도,기타,"""유네스코 인증 절경, 무료로 즐기는 부안 변산반도 트",1,1,브런치,2026-06-21,2026-06-21,https://news.google.com/rss/articles/CBMiR0FVX3lxTFBDM0FvUlc2NGk5dmYtUmlzaXVQWlAzczYxb2RuTEpUTWtUc1V2cUhCM3ptT2ROdWtVdC1kMlo4SmdzNUVmZ1FZ?oc=5
(전체·공통),자원보전,국립공원의 생태계 서비스...경제적 가치로 따졌더니,1,1,강찬수의 에코파일,2026-06-21,2026-06-21,https://news.google.com/rss/articles/CBMiW0FVX3lxTE95WEZjcTlqNVFXSVd6M1gxQklIY0c5d29kb3h0VlZYQzU1LXFkc2N4QmVZNl8zVFZCcVR0RVRTQjdWQ0JxTGpnOGx1OXRMVWJfcTFHcmQzUUlJME0?oc=5
(전체·공통),자원보전,계곡·섬·역사 품은 국립공원 여행…테마형 생태관광 7월 개시,1,1,해양레저신문,2026-06-21,2026-06-21,https://news.google.com/rss/articles/CBMiV0FVX3lxTE13cUpTZFpDaVNWSi1fcWY2X1g5Vzcyaklzd25MWDFpR1NPWHMxWWl3NkdlRFdsUHdHVnMteGJ4VVBlLUxpSzRrbnpLeTd6WlJVanp3alNNOA?oc=5
(전체·공통),자원보전,"국립공원공단, 지역 문화·자연 자원 연계한 생태관광 선보여",1,1,뉴시스,2026-06-21,2026-06-21,https://news.google.com/rss/articles/CBMiYEFVX3lxTFBYNl9zY2RYeGpBcWhBdE52aEpEQ29Hb1U3Q0RKc3VuZ04zd1lsQVAyR25oT1N4LUJFTjR5UEtCcHpOTm1QaEEySEZER0Y0RXdVVFNOQzJfQzN1RTM1T18xUtIBeEFVX3lxTE1ENHQ3eUM4d3NyeWNRUVExOW50c2txaUY4S3J1dm02TjdueWFTQzI5YkUxeVQwZWNVVTRqemE4ZDZzTVlQQ3Q0RDJZVU8tVW9GN1M5VHpmNGV4TkdKcjdoRGIxektrLXIycEMybXd1d2dGZzlwck9HNg?oc=5
(전체·공통),기타,올해 여름을 시원하게 보낼 수 있는 국립공원은?,1,1,한겨레,2026-06-21,2026-06-21,https://news.google.com/rss/articles/CBMibEFVX3lxTE9ENzNkTml6a2xyM1JsS2JOS0xPODVYR2d4enRPdmpFVlJ6ZjhpeDI0Sk5lOEgwREFmTktMMDhkRElVeGJuS3AxZ0VNVW16bnFuQll5MVF5ZmVuUHZjakk0cTkyYzJsTDd1YVJkWg?oc=5
한라산,재난안전,"제주 강풍특보, 한라산 입산 통제 및 가로수 쓰러짐 사고 발생",1,1,2news.co.kr,2026-06-20,2026-06-20,https://news.google.com/rss/articles/CBMiaEFVX3lxTE1QdTd0eU9STWlSbDNVc3NaQnZscDFxTjdJUmxaSWFwblJicHNlenA3ckxzd2pZTzY3cUZreHpILTJwY2p3R3pKYUlJZHA4UjM1TlgtMnlEeU5vbkgyb0Z5dE1KOVdVak9W?oc=5
설악산,재난안전,설악산국립공원 고지대 탐방로 전면통제…‘호우경보’,1,1,ecojournal.co.kr,2026-06-20,2026-06-20,https://news.google.com/rss/articles/CBMidkFVX3lxTFA3czJUNjRpRmV5UkhwTGh5bEhjbUlHSTdUN2tqV3lkN1d6RlNOeXFNbUNxelotLW9qbHZsVjMydV9mTk1HdWc5MElfOXBzbFFMRnh2R0pvbm4zTEtvR1NfUTV3dGJKUVRXbmdpUU1iOEFCYnpBWWc?oc=5
설악산,재난안전,"설악산·한라산 출입 통제, 나무 쓰러져 행인 덮치고 빗길 차 사고까지···전국 폭우·강풍 피해 속출",1,1,경향신문,2026-06-20,2026-06-20,https://news.google.com/rss/articles/CBMiWkFVX3lxTE15aEc3b25uQUxNUEVjUTYyeWFlZVJKUlRnVzhLMGtwNndtWG9WM1pLaVZEanJEbnNySVdHbWxDRU5rNTlCRmhNUnlVMU5IYnlHYXBZS3BtX0RSUdIBX0FVX3lxTFBQb0Y4R3cxZF9BMndhcWVpSWRHUzctaWhmOWVobmR2dXFLUFoyMUtDbmpIQnJpYmp4SWZXWnVTTDZEc1JHWW90Z2tnUWVELXNBSjRlYVZpS0duMGU1cGww?oc=5
