공원,섹터,대표제목,보도건수,언론사수,언론사목록,최초보도일,최종보도일,대표링크
무등산,기타,"""힘찬 말처럼 앞으로 나아가길""…광주 무등산서도 해돋이 소망",1,1,광주데일리뉴스,2026-01-01,2026-01-01,https://news.google.com/rss/articles/CBMiaEFVX3lxTE1SSzF2SWVsaFdid3lERGM1dXBLRWJPR2JzOHBNd3hOU1V0ZzJRMU1nbFFjV0FWbS01RVBXajJ0WFFNRWNObkxIcEUza2JRbTJqY2x5dmdiS2JnMHRBTDZvM0JVUDVQNkI5?oc=5
팔공산,기타,"""병오년 첫 일출 안전하게""…팔공산국립공원, 새해맞이 안전대책 총력",1,1,BBS불교방송,2025-12-31,2025-12-31,https://news.google.com/rss/articles/CBMia0FVX3lxTFBFeFJOSm9DX0Z2MkpWMTNGdXI2dXhMU3BUTjhHTzgtMjA3bklYazA3U3poSVVZVXYzblpwMzd3SFJsTFZjbjU4cGJaUDV6N3FQZ3R4NkV2ZHQzLWZEV2V1dkdlbmtKWW5zd193?oc=5
다도해해상,행정,"국립공원공단 다도해해상국립공원사무소, 김보영 소장 부임",1,1,목포타임즈,2025-12-31,2025-12-31,https://news.google.com/rss/articles/CBMibkFVX3lxTFByNVhPalFUcnJ6YzExMU83Tl9FY3ppUlRMbzZhaDR3UXhicHV5ajVSX0JrbUJvem9iRmk1SXNXdEJ0VlVkOGFMRVpVNVJ4VDJ5d3JPSjhpZGx3blZmSVpGOXRGeno2WmJVcXZEbS1n?oc=5
(전체·공통),탐방시설,불멍 가능한 국립공원 · 숲속 야영장 있다 [불멍특집],1,1,월간산,2025-12-31,2025-12-31,https://news.google.com/rss/articles/CBMiZkFVX3lxTE1WeWVJbGVNTGtiV0p4S1FDb2owUXF6dmFHZjVlMWt0bDJhSllPYi1QcmJzV09FVWJYNWwxZE55b0JWUWt4dzFmVDQySklFM01abWVmU0dYMmo1NW1wZ0J5VTk2bDRuQdIBakFVX3lxTE1sVE5xeUs4aDBXMlF0NnJCbDJ2X2xDR3lkeThOdnVEckUxUTJTcU95STBWb3p0Z3h4NXJhU0ptZ2hmVTRGakZMd0lGRmFJRXItUjhaZndEbjNFV29NcmpaZFJaNWhnMHVmWXc?oc=5
설악산,행정,노윤경 설악산국립공원사무소장 내달 1일 부임,1,1,뉴스핌,2025-12-30,2025-12-30,https://news.google.com/rss/articles/CBMiXEFVX3lxTE9MVHBWOGE3VXFybk9PTFpSYy1nVXA5VlRkRTVFWTk1TkpGT055ckRFMHpCdGFjSlZqajRjVlhtd1NtNGRYbkctNkdXR0U5UnRSclJuekkybmFxb0tw?oc=5
금정산,기타,민·관·언 협력으로 금정산국립공원 지속가능한 관리체계 구축한다,1,1,세계일보,2025-12-27,2025-12-27,https://news.google.com/rss/articles/CBMiWEFVX3lxTFAwZy10Y2twY0thclRCRG9VRkNBTkt3d3B2LXpUZEVoa01vVTQwb1pGNm5WUXpNTjN4eUsyTzlJSWFVcFNMNmdXVHRxNEJ3QUxHbVp6S0NZbWbSAVRBVV95cUxQQjVaOUNhYXZKNTdmRUVDc2tsSmFUNEtwNWlkclUwUTdtMTJ1WHRHdFVvc2pZazVDLUxjWnZJSFlPVlE4ZzY5ZnVKbGRIdjJTRV9rM0U?oc=5
치악산,탐방시설,[장보영의 정상에서 쓴 편지] 32. 원주 치악산둘레길-한 달에 한 번 모여서 즐겁게 산을 달린다,1,1,v.daum.net,2025-12-26,2025-12-26,https://news.google.com/rss/articles/CBMiVEFVX3lxTE9YdzAyZnBuM3RhTkxRRlNtN0VYeWsza1NkdnVXYTI5RXZFR3Vud1RVcS03Y25FX0JjU2tXeHFuVlNCcGQtNFQ4YV9RVmZVSFJlV1NReQ?oc=5
(전체·공통),자원보전,"[AI 공공실험실] ④ 카메라가 살린 생명들…국립공원, AI로 멸종위기종 지킨다",1,1,뉴스핌,2025-12-24,2025-12-24,https://news.google.com/rss/articles/CBMiXEFVX3lxTE14YXJ4bGFXMmRDOG5NVzVXOFdzU2h6TllLd3NsRjZwOWFtc0JrQmNvRTEwMGgyX0R2OWY1d1BoNW5KUGluQzY0d29oc1NKUUExWmVzN2JqM3BEQmdr?oc=5
북한산,기타,북한산 등반때 이곳 멧돼지 조심…“안전관리지도 확인하세요”,1,1,농민신문,2025-12-21,2025-12-21,https://news.google.com/rss/articles/CBMiWkFVX3lxTFBDemtfOVNKenIxMzJxTFpzeHB0UnJwYlVQWU5LNGYyTkNOVHVyYnZsVkJOMWhCbFZEanAyNjlac283eWZIZ0doY181QS1HV2NndllmejNFRmRQQQ?oc=5
북한산,기타,북한산성·우이암 멧돼지 조심하세요…북한산 ‘안전관리지도’ 공개,1,1,한겨레,2025-12-21,2025-12-21,https://news.google.com/rss/articles/CBMibEFVX3lxTE5OSTdMNW5fWHJLU2oxOVByekwwWEp1Tmt5ck5GVlBrZzFVVkR6X2kwVXllQTVFRXg2Y1dtd0daVlhmUzhiQTNhWmVzUUF1THFub2lGaTRodU5WZFE0NFJodTdqSUc4dVZoNU1rSg?oc=5
(전체·공통),행정,"국립공원공단, 멧돼지 출몰지도 제공",1,1,아틀라스뉴스,2025-12-21,2025-12-21,https://news.google.com/rss/articles/CBMibEFVX3lxTE5fX3BXdi1nN3I3c2QteFFzM0dpVFlsdVdhcU1VdnlxVzNGRW5IZEltSjJLLXY1Q0pqVmd6c2Y5Yi0tWVhHeHlkQXUzbUFMYmtnXzVnTUJEQk5rOUNMdWpvUWpNM1NmRXJJM3BvVA?oc=5
팔공산,자원보전,"팔공산국립공원 서부사무소, 겨울철 야생동물 밀렵·밀거래 특별단속",1,1,BBS불교방송,2025-12-18,2025-12-18,https://news.google.com/rss/articles/CBMia0FVX3lxTE9TdXNsdm9YZkgxQ2wwZ2wtN3pUUklFeGw0SjJ5MDhZeTJUVkhzMVlJc3BiZ1pfeFdnUHo0Wld1NU1BMTdoNkxQYW5KeHkxZUF5a0dKTGN2T0Y3TkdEejZrd0xJeEt1a3lDbG5n?oc=5
(전체·공통),기타,"""겨울의 낭만, 산책하기 좋은 국립공원 4곳""",1,1,브런치,2025-12-16,2025-12-16,https://news.google.com/rss/articles/CBMiR0FVX3lxTFBhc1BVSUVDNzFZUDJ5ZUw5dl9YY3RYOFhrbGJmbHZSWFYxTmRGZEtDRGtmWGJ2UTBTd1c3Z0RvdEtZRk9WQXpB?oc=5
계룡산,기타,"전문가와 지역주민들, 계룡산권역관광개발 위한 방안모색에 머리 맞대",1,1,공주의 소리,2025-12-11,2025-12-11,https://news.google.com/rss/articles/CBMia0FVX3lxTE5JeXRWNXlGcjhXek5sekhPcGdyNjl1TzRMWFFOMU56WThGYU1rcGhoT1dXbm9oVWVNVmtreTBfM0ZQNktWLXdiWW9xamFVWFRTZXZVZGV6eGk2U2NVQ2lhOV81Mk5SVnBYMzZZ?oc=5
설악산,탐방시설,"""운영주체도, 돈도 없는 설악산 오색케이블카""...국립공원공단은 '어물쩡'",1,1,MTN 머니투데이방송,2025-12-10,2025-12-10,https://news.google.com/rss/articles/CBMiZEFVX3lxTE5KRVBMOWk0ajJNYmtaOE9BYjFuclZSZVlyMGx2UG9iZjVxd3BNeWo5M2pGZWN5Z0pub2NiWVZkV1hXcVhqYVhUMFZGYjRkWHFpa1c5YUdtOF9nOURiQXN5NkJfdnM?oc=5
한라산,탐방시설,새해부터 한라산 주차장 요금 인상…승용차 하루최대 1만3천원,1,1,연합뉴스,2025-12-09,2025-12-09,https://news.google.com/rss/articles/CBMiW0FVX3lxTFBMcFc4N3ZfbnlXSjIweXJwbmFOaFhPcEJYMFBUcU5GeGpPQVYzdlctN1BSVEo5T1NhWU5jOWNPMHp0ZFJjeUNyekcyRlZFNTRZRUhrUHQtOTBpdE3SAWBBVV95cUxQVy1CZFNVbTZudHNJc0dFNlN2R0dXcjQtS0hfRDFqWXlvaDBpa01OMjRxWVdsdnU4VHRTVjA2Z0dWenRNN2d5ckFadThXd21oQ1R3SWN2djg2R3NlbS1QYmc?oc=5
북한산,탐방시설,"""북한산 영구적 훼손"" Vs ""사고예방 위한 필요악"" [북한산 잇단 데크 설치]",1,1,월간산,2025-12-08,2025-12-08,https://news.google.com/rss/articles/CBMiZkFVX3lxTE9MZkJQVXM2b1BtNWZWTUtMMjU4MU00dXlLZ3hVZXJDNjdPWDVnMTUwOGNoa0ZCRm95MnVvUGRORFlvbVM4SlFnX1ZIeFFGZzNRVEJveDk1ck9XaG9CWGc3bEh0Tzh6Zw?oc=5
태안해안,기타,태안해안국립공원 해제지역 합리적 활용방안 찾는다,1,1,뉴시스,2025-12-07,2025-12-07,https://news.google.com/rss/articles/CBMiYEFVX3lxTFBzcktOVjNMRHBrdmRFS2ZWaUNYMjNldGNuazFrcjVYbVlLTGRqbGpjSDVZN1hmM3hsM0lRSHhRd0JKMHYybzZoZWxQVEZHWHR6Y2xiTzJmQzI0S3lMT2xSStIBeEFVX3lxTE4wRUQ0NnRGNVA2VnNqc2t6SUVSOTBFQm9mRkc4VnVPRGw0TXpTQ2VOZ3RwSDUzTXFEbjAzZEVSYl9rZ1RhZmdXTGt1MWpMQU1FQlcwYS03R3Y1NVlhUHdwdEVKLXdKV2p5c01zeWU2SVZjSV92dVhaVw?oc=5
(전체·공통),기타,"국립공원 겨울산, 화장실이 품은 이야기 [왜냐면]",1,1,한겨레,2025-12-07,2025-12-07,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE5LR2wyWHhUNnJPTkpnRkpGNlk4ZC1jNjdURjZRMkltMFZUb21oZ0pMZHZ4RlNReWItV2ZSLW0tbW5laWtFUXVmNkFvb1NzamtaWnZWcHRULVVVMHp3eDZYNTF3NHZVc1k?oc=5
(전체·공통),기타,"""국립공원에서 벗어났지만, 현실은 더 나빠져""",1,1,OhmyNews,2025-12-06,2025-12-06,https://news.google.com/rss/articles/CBMid0FVX3lxTE1xRFg0R2UxUkI1dG9zZWRUOGtNd1kyX0MzMk9nQjB4ckhFZXpDOTZTQXdSUWdsMVUyZVczQTZBN0hiQk81YWktVzR3NW4yeEk0Y0ZWb19NZ0lsUmJ1bUtJNDk3cVFRQTNNakFLNFA0V01WMk9BVncw?oc=5
한라산,기타,"""한라산도 제쳤습니다""... 등산객 만족도 1위에 오른 의외의 '국립공원'",1,1,ardentnews.co.kr,2025-12-05,2025-12-05,https://news.google.com/rss/articles/CBMibkFVX3lxTFBWbng5RXFPQ0dHUEtpZG10Q1ZYVUZSOXEwdDVGN3JUaF9wMGlIMkxmdmVDZ1RaOUhvYlllUnNMNFozRlBTX2ZESUVXb2ZwcjhTLUw2VE1zSVN1RXpMcVhOUlFvRmpsOHlkMjNTN2R30gFyQVVfeXFMT3lQeVhfbHBjX2lxbEc2VG8zMEtHbVU3TnA4T2NjSS1DQTB0VFRXOEJjNXYyOUl6dmtTdF9jQnFTdkNJLTBIYTJFTkVld1NGRVRNVzRQT0F1dEZaaEtKLURhcWZxRFk4UG91bWNaaHRxa0Vn?oc=5
덕유산,탐방시설,"무주군, 2026년도 국가예산 신규 사업 대거 반영....덕유산국립공원 생태탐방원 조성 등 핵심 현안",1,1,전북투데이,2025-12-05,2025-12-05,https://news.google.com/rss/articles/CBMiZEFVX3lxTE5WN3hDOGtDblFySzVINkFtUEZKMUNkbVJqVU00bkhDTjdPRWd3UkM1Zkk5OVhYckoyWHYwUjg0Q0NfUFAxclBzT0JUS3lnVGRlUHBQOGlHb1UwSTk5RWR6b2pEX2c?oc=5
계룡산,자원보전,전국 10번째 생태탐방원…계룡산에 둥지,1,1,KBS 뉴스,2025-12-05,2025-12-05,https://news.google.com/rss/articles/CBMiW0FVX3lxTE90bWN0cFBBWHFwc091M2cwSmhVQmxUM1A2OTV2UEh2NG9FbnVtZlp1cjNCRlNjQnZBa1NGS3oyYUFNandzTXVZSGozcDRKS1RoQTc2OG5rN0tQZG8?oc=5
(전체·공통),자원보전,"롯데케미칼, 국립공원공단과 여수 금오도 해초지 복원···해양 생태 협력 나서",1,1,스마트비즈,2025-12-04,2025-12-04,https://news.google.com/rss/articles/CBMibEFVX3lxTE92SkZOZ3FMVWNhN3NMLV9ONTY2cHlNMzZETkJIa0NLS1BMYy02ZVptRXRjWFl3TzdZaDRUM1FuSFlScTl6QUFsM0NQOGxpUEhvaHNSR1c4eTA1THJ0WUtMNl9sS3puZEJ6MDI0Ng?oc=5
월출산,재난안전,"월출산국립공원, 26일부터 결빙 위험구간 통제",1,1,영암열린신문,2025-12-03,2025-12-03,https://news.google.com/rss/articles/CBMiS0FVX3lxTE9ndjRpVUJ5dkJ4cVRjRkM4UFFpaVhlMkNXVlZiZzZid1BQZXFGM043UHlMSUd6eDZBeXpPbi02dVpmWmxTN011WFB2NA?oc=5
무등산,기타,[포토뉴스] 첫눈 쌓인 무등산,1,1,시사저널,2025-12-03,2025-12-03,https://news.google.com/rss/articles/CBMib0FVX3lxTE94MXVscXdjVm0tRTZKWERkMktvRzJnUTlqT0xZX1R1R0t5NkxxV21Bb25vVWJnX2FHNXlmWmZseUVhODdHZGZXaXd4dWo1UmRjRE8yMl9GQ1JFT0hybGRCXzBFekljc1FlRlF1MWoxTdIBc0FVX3lxTFBBVlgtQWw2XzFtU1l0aS0wcURONmNnZWVQaWduXzdfckF4Yk5qSjRrWnVZNDhWZy1vc0VNVGJqUTlOY2p3ZTNQT3ZWWU56d2t2QzlCV0ZzQU8wd3d0bHhFZ0VoQWpIaURFWUdpWVN1bG10ZDg?oc=5
북한산,구조활동,북한산 절반이 道 관할인데…서울엔 있고 경기도는 없는 ‘산악구조대’,1,1,경기일보,2025-12-01,2025-12-01,https://news.google.com/rss/articles/CBMiW0FVX3lxTE1mQVU4eHFJSE9ROW13X1VCMEVKd1JFZHNnakY5SzZfTFBwTDZPaXh5QVZJS2dmOG5MSUt0YnZpSW90LW1xU1ZyRVY0OFdjaGlJVXl4bVhkWUktZ3c?oc=5
금정산,기타,하루 1만 찾는 국립공원 금정산 멧돼지 활개… 부산 ‘총기 제한’ 2년만에 풀릴까,1,1,중앙일보,2025-12-01,2025-12-01,https://news.google.com/rss/articles/CBMiVkFVX3lxTFBycm51WHJJcDFIbGtPd2lDZzVaSlFWZjdHbm9haTBWMDk5YzVzMFRHNGZrMFlPd3JJZFpYOVFuVEsxbFQwc054dERnWTJmR2J6Ml9ZcWJR?oc=5
금정산,기타,"부산 금정산, 국립공원으로 새 출발... 천년고찰 범어사 지역 문화의 중심으로 다시 주목",1,1,civicnews.com,2025-12-01,2025-12-01,https://news.google.com/rss/articles/CBMia0FVX3lxTE9GZVJ2ejFDRnJZemJ2R1Y3WUREdldSLXZpWlRPZkZ1UDZSRnlQWmIwZzJzUUduallveVNNeEphTW5yeWVGSFZLVHZIU3BpNTdCR2ViRDhjVzhsYkJRVHR0ek1CaWpRS3NjbWJF?oc=5
지리산,탐방시설,[단독]지리산 정규 탐방로에 '정당 리본' 도배…국립공원 훼손 논란,1,1,뉴스1,2025-11-30,2025-11-30,https://news.google.com/rss/articles/CBMiZEFVX3lxTE9vb09mSzAxUGZjR2RDNUNtcnRmRmVPYTRZSzVqUG9hLVFNekg0T0xfQmxoaF83RlVjeUctd3pVTlhraWdDaVBLdEtGSHRCQ2V5cWZ0b3psdUFzU3JsUnBwbFlTQkM?oc=5
(전체·공통),재난안전,초대형 산불 막는 국립공원 ‘산불지도’ 만든다,1,1,조선일보,2025-11-30,2025-11-30,https://news.google.com/rss/articles/CBMilwFBVV95cUxQTVgwcGpuaTl4Y0hyZjd0Q2lxd3JUSzNVRGt3SEtjSENLUVUwMXJrdTdDMDRjcE1SQ2lKMGRwS2draXFscHBJOXh1M0VnWnRCNUttRlgyUXRuNFZoRVo1Zi1SQWlHX3Y5RzhVeVcwbVhSSkpKWXBPZkx4VzljSHd5X2cwT0JXWXg4bHdUTFNPX0ctZlFXT3Rz?oc=5
소백산,기타,"예년보다 한 달 이상 늦어진 `첫눈`…소백산, 백색의 향연",1,1,매일신문,2025-11-28,2025-11-28,https://news.google.com/rss/articles/CBMiYkFVX3lxTE5GU0pIY1QtTnprRC1lOWlYQlU3WXoxTTNuVVJnOTRGbER0SWdUbjdLeUVzVHpoVHQtYUlIN3JHTHNJTmtxY3IzbU83WFNqUDZRbks4Z3J5RFBBamNwUC03djhR?oc=5
설악산,자원보전,설악산 케이블카 공사 예정지에 희귀식물 수백 개체 그대로 있다,1,1,한겨레21,2025-11-28,2025-11-28,https://news.google.com/rss/articles/CBMiakFVX3lxTE5lQmJSQVBjSjlMRGlfb1o3V2FldXVXMkdVdEtOSE9NYWFreS05d2xhVjJ6Uzd2LXBOaXlTRHkzand2Z1EzR2d1X1M0UTFfd0d2dllTbk9sSHNoYWJjNU56cC1ONUZhM2hpZHc?oc=5
북한산,기타,닮음을 확인한 여정…렉서스 LX700h와 북한산국립공원[드래블],1,1,뉴시스,2025-11-27,2025-11-27,https://news.google.com/rss/articles/CBMiYEFVX3lxTE9fMUpZODJaa0hLY182dFByZjdTc19TaTJ5eVRpWXRPVXE3UWEzaTBaNnluWEs1M0pMeGVzUGpSZGd0dFJvb3VtRC1TaG5ETTlEbWJDU3FIRmkyT3V2X2VyQ9IBeEFVX3lxTFBTM0FIb1pZbjZJUXNlYU9laUpHWF83U2lEVTMzdG80cldvek9BUEFxUVJ4WXFmZzBpRWtDdWpQRmJsUktuQmhVN25SZWpHWGxacV9HZG5tcEhnQUpUcHoxMlo1ZEtBQ1ExS05wSDFxb0xJOGVsRE1rbw?oc=5
계룡산,탐방시설,"'체류형 생태관광시설' 계룡산생태탐방원, 12월2일 개원",1,1,뉴시스,2025-11-27,2025-11-27,https://news.google.com/rss/articles/CBMiYEFVX3lxTE02aW12c3Jqejh1eUJBakN3WkxRVVJBR2prcGxDU1ZGSmNRMm9yOXNFMXpWdWJfa3NHUTdVX0dVWDlDNEVkaDVVSTd6cjNFdWwyV3ZVTUxZWXZibG9aR0otVNIBeEFVX3lxTFBLUHhyb0puYzJ1R0I4aDJyeFR1LUVYM0Z4bVdTcDBZZ3pjVGR3RmI2aFljaVg3T21NUG5xV0ZqcVI3N2dsbmxTT1dSNWV2anYzTlFmTjJsRGhBblFuZTNsbTdBRTJrYkwyMzl5RkdaUlBjenVnME5Qag?oc=5
(전체·공통),자원보전,사천으로 돌아온 국립공원 해양생태보전원,1,1,투데이서경,2025-11-27,2025-11-27,https://news.google.com/rss/articles/CBMiakFVX3lxTE9paUFKYjB2bUl5VVFIVjFGclhvYV9HaUpCb1RHdy1aV3Q4OXJOMXVuLVdpS0tZX1EtRWEwQmJRNFFfbU9lMzc5YmVyZUdMOGNBWnNMdjN4S2NvaG5LaXFNZ0EyQURHUjBHRnc?oc=5
금정산,행정,"부산 금정산, 내년 3월 3일 ‘국립공원 지정일’ 확정",1,1,소년한국일보,2025-11-26,2025-11-26,https://news.google.com/rss/articles/CBMibEFVX3lxTE5xY0RkWmtPR05UVXZvUngzb3JQZEZHZTdHYmowT2hhelJjelAza3U3YnNLR0RQaHp2MHBjTHYyZHNGcDdhRGlWcVpEUHozOEVFSGEyeFlCRVBFUDdLV0VUM2FwSVRFZFV4aXU0Q9IBcEFVX3lxTE80eEpnZWFoOFRJMHFFX1BtNXZMSklLZk5qdlllQVNDd0tXNUV0ZEVjYkswQjJZY29TUTk0XzZwR1d0NGRsaTRXNkVFcFByWTh3RFlmT1plSlgyY3padmNCNmRQRFZGLXUyWGhqc2VSeVo?oc=5
(전체·공통),기타,"그랜드 캐니언, 요세미티에도 ‘트럼프 장벽’... 美 국립공원, 외국인 입장료 3배 넘게 올린다 - 조선비즈",1,1,Chosunbiz,2025-11-26,2025-11-26,https://news.google.com/rss/articles/CBMingFBVV95cUxPVlQ2NV9JWmdXUGhvVlJ0OUk3c1R5ejJoUllYWWRFR2hDN19OcDFyYi1sbFFiaTlZVnY4NVBKclNuMnZfLWtQLWNZMkdlRUhqMTJHR3IzZ0ptdnRsRkhxLV9hQ1ZpekZRcEpJNGJ0TXV3eVAzZk5iMWtVdVpwTXVpcC1ULTI1YnVHTnF5T09qb0RPelBCQXJuWHZMeGdFd9IBsgFBVV95cUxORHlacDc1MzUtSm9BbGVjMTBLRXpEd2NPMmNoZDBuLVAzbWlOUkFucXhaV0s0OEtlQzVqeHhlQ0sxcmtabnUtWTA3V3JNSHpiSDc1dnJ2T28tSnEwdUZaQU13dW1YUDhyRkxfUDY4ajJKR1N1NThtY0l1d0c2UDlTWVZNeTc4YzhSLUdkVG8taTNpb3FkamprSVZfODBvMFpjM3RJRV9hUXVHd083aEJqWm5B?oc=5
(전체·공통),탐방시설,"자연과 문화의 산실, 국립공원 내 중요문화자원 탐방 떠나보세요",1,1,한국경제,2025-11-25,2025-11-25,https://news.google.com/rss/articles/CBMiWkFVX3lxTE5HV0RieXJwaWk0ZjhtR18xMTE2WnczZmthQkpYdjhZNzlnQmNoOXNHaFkzQ0dzQmtDY21fczczbVBjWjR2NDdtVzhFUEdRd1F0S3hQcXdtX0lQUQ?oc=5
(전체·공통),기타,"요세미티 등 국립공원, 1월부터 외국인 1인 100달러 - 주요뉴스",1,1,koreadailytimes.com,2025-11-25,2025-11-25,https://news.google.com/rss/articles/CBMiT0FVX3lxTFBpeklkSW1FZk5XVElTa0FTWkxEV3I4RHkzMVIwVFh5T283NUp4QkoxS3ROVzFzMjFWdkRWVzhZQlIyVWxxdHdRcGlTYUF3WW8?oc=5
(전체·공통),구조활동,우민투엉 국립공원에서 희귀 동물을 구조하다,1,1,Vietnam.vn,2025-11-25,2025-11-25,https://news.google.com/rss/articles/CBMihwFBVV95cUxPSlRnN1VuMERvRmNSZHI0eWNGRHd2ck5iU0pBSDNmY3JxVEJ0MEhDTE9SY0R5c0FTWWdhSFItV3A1ellDVU1jT0ROQlVyTHYxRXM5M3RFS0Z3Y1RyZ0lpV01GM1N3T3pPd1ppU296RjhxcWdwY0laZ0xMX3l5WDZJX3RaNjRsdFE?oc=5
(전체·공통),자원보전,해양 연구·보전 한곳에서…‘국립공원 해양생태보전원’ 문 연다,1,1,한겨레,2025-11-24,2025-11-24,https://news.google.com/rss/articles/CBMibEFVX3lxTE51ZDNiaUdyYzdpdWlhcXR5MzE2aW5JUjBTZXphSkNYMEs5MHQzel8xWHdDeEc1VnZtWWxpQ3ZEMFBRdDNOdm9UM0xqdkM2eVRYWTc2NXVaLThsd3VBdzBJRTRFNzRDYW1BY0lZUw?oc=5
한라산,기타,"""중국인들 대체 왜 이러나""…이번엔 한라산 등산로서 '경악'",1,1,중앙일보,2025-11-23,2025-11-23,https://news.google.com/rss/articles/CBMiVkFVX3lxTE1IWmpxQjY0Ym5MLWo1Umxta25yRHpXajRsdGYxN1lFTHYtWHhMdFlwNzE4dDJlZ1hQb0hOUHg0em1zcnBobm9hb2hPQ0U2V0F5Zk1ZQVdR?oc=5
한라산,기타,"""한라산 등산로에서 바지 벗고 대변""...충격 장면 또 찍혔다 - 머니투데이",1,1,머니투데이,2025-11-23,2025-11-23,https://news.google.com/rss/articles/CBMia0FVX3lxTE1qVGRMU0RjellBTGZJUVViRjh4RmtGeVdVYzNkWkY0eDlsUFlMa2owQTEzQ3RKQVFOMVI5cnlDS3dGVzU2X1o1ck91U0FUa0lETGJwNHdNV3VwenktTG5zeTN3dTk0N0plT3Rn0gFwQVVfeXFMTWdSallDUm1ERWd6N2ctbmN0Tm1PUDFjZWlMRjhoTDhQY2ZzWEdLdExJTEdaVGgyU096UlBVMUdQQnZ4NE5FYUloS3dydkU3QkItOHJVa1dmUlUtNmpqMHJaYkdVR2hZUXB0elF6T0xjcw?oc=5
한라산,기타,"한라산에서 중국인 추정 대변 목격담...""민폐 행동 어떻게 안되나""",1,1,한국일보,2025-11-23,2025-11-23,https://news.google.com/rss/articles/CBMibkFVX3lxTE5scVp5TF95d1phelNISmxzZEFScDQ1cElsbkdfMmY4Y2hnSnF5S3QxV2hkR0U1ZV9iQjA4RjRReHdIZ2dEcXRuMmtUc0ZFcVpfUFdCNkx3Z3MzUlhMWl90VGFfajk1dVBoZktVd2130gFzQVVfeXFMUFAxSWVTXzc4Q21sRzdKcS01VEMwSDZITUs1UVZvZTFQbjl2djlWUVN0MXlVSDVqekVITG42T2ExNnV5b1RaYzZxRkRIM0x3QTZPanJGR3VEVG8yNTRseF9INjBGLUJLZlNSbmE4VXFVbVp0cw?oc=5
한라산,탐방시설,한라산 탐방로서 ‘대변 논란’…외국인 관광객 민폐 도 넘었나,1,1,제민일보,2025-11-23,2025-11-23,https://news.google.com/rss/articles/CBMiZ0FVX3lxTFAzNzVvSkdQUEpsSEpQQjBJTnhWdjExckFUVkJ2eFI5blpfMk43b3VjMVUwVFcyZHFaYXd5N3lFUGlVU093SW40clNwNXhtYVB5MmJ4bXRfSnhsbk5GOGRRWk9zbUJ2S2s?oc=5
지리산,행정,"지리산 용호구곡, 더 쉽게 만난다… 국립공원공단 ‘보이스아이’ 적용 안내서 제작",1,1,전북일보 인터넷신문,2025-11-23,2025-11-23,https://news.google.com/rss/articles/CBMiVEFVX3lxTE10ckZPOHNPWFJKU2JhU0hYRUExQ3BQVDNOQUJBZDZqeEpYeTZpSnVrTWhyMFhIUC0xSGtwV1psV05TcFQyRDhiUHNYNTNLTlNPMXdvZdIBWEFVX3lxTFBvQWg4V2Y2dmFmT0F2VlByeVNRYk5PeUR2WkExTzhFM2Q3OWp1UU5CRW9aamdtRUxiUjhqUmdBdFVvVXBOaGJXY2NXNHdiNTFwZHNfdWlEUjg?oc=5
(전체·공통),기타,"""이번 주 지나면 1년 후에 볼 수 있어요""... 단풍 절정인 유일한 반도형 국립공원",1,1,ardentnews.co.kr,2025-11-21,2025-11-21,https://news.google.com/rss/articles/CBMibkFVX3lxTE9qeEo5ZEZ4TC1FME9vQnZNX1hweGNkdy1SNmNOUDJsNkNaMEJxdjU3TnZpY2I3ZllqRlQyNlM1N0tOVVFrSDlxdW1hNkFPb1ozT3NCcVVEZG5XcmQtOW9SWmpVSVZGMkNVQVZYc1lR0gFyQVVfeXFMT0FfZGNBaFZfeHJYVWJMRGlZQ2ZmQnNWV0Zqc05LaGk2LThBaUZSci1LN2s2MzVOSTMyNE9ZcDN2V2Z5STA4TERmZGhSSjVtdVRzdEkzR044cDNBMGtXcTNtUmQ0MVVuVEhrSWR5aW40VmVR?oc=5
무등산,행정,"무등산국립공원사무소, '국민 참여 정책 제안 공모전' 개최 - 머니투데이",1,1,머니투데이,2025-11-20,2025-11-20,https://news.google.com/rss/articles/CBMiakFVX3lxTE5EclhPQUVneE9yWUlmRkNRRVBTeTVUQnlNOXh0QWF5czZ1cTg0YThhSW1MMjZOZ0h4UXhxb1IxNHMtUDlfek9pUFdOUS01cGs2WkJmbmdnQ3NGOUM5UjFrYWxkeFpSaDRzaWfSAW9BVV95cUxQZlZXbUFBdVlCVThmby1KaXEzRHdCVUROQ2JpY29QV3hlam02SWk0WVV3TmhLZF9SdExSTGNwdk5fcDVUa0YwNUxETGNITkticG5LTDVlZjVXb0dFX05rdHBSX1kwUEI4V2tocDBMQ2M?oc=5
금정산,기타,"금정산 국립공원 임시사무소, 동래·금정 두 곳에서 최종 검토",1,1,knn.co.kr,2025-11-20,2025-11-20,https://news.google.com/rss/articles/CBMiVkFVX3lxTFBnczNySGtocGhWam05NzlwTmQxWmNFd0toWDg1Z0w3cDFrV2VXMEVyVTl6SG0tdEtDeHJRSHpMeDVjem9mWDBVSjVUb3A4MVN6RU1RbF9B?oc=5
