공원,연월,검색관심도_원값,검색관심도_환산
덕유산,2019-12,6.49,10.44
덕유산,2020-01,8.91,14.33
덕유산,2020-02,5.05,8.13
덕유산,2020-03,2.39,3.84
덕유산,2020-04,3.2,5.14
덕유산,2020-05,3.33,5.36
덕유산,2020-06,3.32,5.35
덕유산,2020-07,4.92,7.92
덕유산,2020-08,6.12,9.85
덕유산,2020-09,3.53,5.68
덕유산,2020-10,3.98,6.4
덕유산,2020-11,3.82,6.14
덕유산,2020-12,12.5,20.1
덕유산,2021-01,18.59,29.91
덕유산,2021-02,5.99,9.63
덕유산,2021-03,4.17,6.7
덕유산,2021-04,6.21,10.0
덕유산,2021-05,7.95,12.79
덕유산,2021-06,4.83,7.78
덕유산,2021-07,5.94,9.56
덕유산,2021-08,5.71,9.18
덕유산,2021-09,5.0,8.04
덕유산,2021-10,6.7,10.78
덕유산,2021-11,8.69,13.98
덕유산,2021-12,15.57,25.04
덕유산,2022-01,13.23,21.28
덕유산,2022-02,8.55,13.75
덕유산,2022-03,2.84,4.57
덕유산,2022-04,4.15,6.68
덕유산,2022-05,8.48,13.65
덕유산,2022-06,8.26,13.29
덕유산,2022-07,12.06,19.4
덕유산,2022-08,9.24,14.87
덕유산,2022-09,5.94,9.55
덕유산,2022-10,6.2,9.97
덕유산,2022-11,3.75,6.03
덕유산,2022-12,16.3,26.23
덕유산,2023-01,13.35,21.48
덕유산,2023-02,4.99,8.03
덕유산,2023-03,2.6,4.18
덕유산,2023-04,3.77,6.06
덕유산,2023-05,5.67,9.12
덕유산,2023-06,5.66,9.1
덕유산,2023-07,5.71,9.18
덕유산,2023-08,5.21,8.38
덕유산,2023-09,3.45,5.55
덕유산,2023-10,4.48,7.2
덕유산,2023-11,7.22,11.61
덕유산,2023-12,17.47,28.1
덕유산,2024-01,13.45,21.64
덕유산,2024-02,6.97,11.22
덕유산,2024-03,3.45,5.56
덕유산,2024-04,3.67,5.9
덕유산,2024-05,4.77,7.68
덕유산,2024-06,4.55,7.33
덕유산,2024-07,3.65,5.87
덕유산,2024-08,3.54,5.69
덕유산,2024-09,2.64,4.25
덕유산,2024-10,2.93,4.71
덕유산,2024-11,4.22,6.78
덕유산,2024-12,9.44,15.19
덕유산,2025-01,13.29,21.38
덕유산,2025-02,8.37,13.46
덕유산,2025-03,2.59,4.16
덕유산,2025-04,2.84,4.56
덕유산,2025-05,3.65,5.88
덕유산,2025-06,3.03,4.88
덕유산,2025-07,3.49,5.61
덕유산,2025-08,3.46,5.57
덕유산,2025-09,2.36,3.8
덕유산,2025-10,3.0,4.83
덕유산,2025-11,3.18,5.12
덕유산,2025-12,5.43,8.74
덕유산,2026-01,6.33,10.18
덕유산,2026-02,3.32,5.34
덕유산,2026-03,1.61,2.59
덕유산,2026-04,1.65,2.65
덕유산,2026-05,2.98,4.79
덕유산,2026-06,3.33,5.36
덕유산,2026-07,4.33,6.96
덕유산,2026-08,3.2,5.15
무등산,2016-01,16.64,16.64
무등산,2016-02,6.32,6.32
무등산,2016-03,6.2,6.2
무등산,2016-04,8.45,8.45
무등산,2016-05,7.36,7.36
무등산,2016-06,5.15,5.15
무등산,2016-07,3.9,3.9
무등산,2016-08,4.19,4.19
무등산,2016-09,4.55,4.55
무등산,2016-10,8.34,8.34
무등산,2016-11,6.29,6.29
무등산,2016-12,4.17,4.17
무등산,2017-01,7.44,7.44
무등산,2017-02,10.63,10.63
무등산,2017-03,5.34,5.34
무등산,2017-04,5.45,5.45
무등산,2017-05,6.02,6.02
무등산,2017-06,3.67,3.67
무등산,2017-07,3.24,3.24
무등산,2017-08,3.97,3.97
무등산,2017-09,5.98,5.98
무등산,2017-10,9.34,9.34
무등산,2017-11,6.46,6.46
무등산,2017-12,6.71,6.71
무등산,2018-01,16.46,16.46
무등산,2018-02,11.68,11.68
무등산,2018-03,6.45,6.45
무등산,2018-04,7.53,7.53
무등산,2018-05,8.03,8.03
무등산,2018-06,4.94,4.94
무등산,2018-07,3.19,3.19
무등산,2018-08,3.46,3.46
무등산,2018-09,3.97,3.97
무등산,2018-10,9.84,9.84
무등산,2018-11,7.6,7.6
무등산,2018-12,5.91,5.91
무등산,2019-01,5.03,5.03
무등산,2019-02,3.87,3.87
무등산,2019-03,3.68,3.68
무등산,2019-04,5.32,5.32
무등산,2019-05,6.46,6.46
무등산,2019-06,3.94,3.94
무등산,2019-07,3.84,3.84
무등산,2019-08,4.17,4.17
무등산,2019-09,4.22,4.22
무등산,2019-10,10.92,10.92
무등산,2019-11,8.24,8.24
무등산,2019-12,4.82,4.82
무등산,2020-01,4.81,4.81
무등산,2020-02,5.17,5.17
무등산,2020-03,4.54,4.54
무등산,2020-04,5.45,5.45
무등산,2020-05,4.7,4.7
무등산,2020-06,4.15,4.15
무등산,2020-07,3.65,3.65
무등산,2020-08,5.62,5.62
무등산,2020-09,4.55,4.55
무등산,2020-10,5.88,5.88
무등산,2020-11,5.64,5.64
무등산,2020-12,14.65,14.65
무등산,2021-01,24.4,24.4
무등산,2021-02,7.66,7.66
무등산,2021-03,4.69,4.69
무등산,2021-04,5.82,5.82
무등산,2021-05,5.65,5.65
무등산,2021-06,4.92,4.92
무등산,2021-07,4.13,4.13
무등산,2021-08,4.59,4.59
무등산,2021-09,4.97,4.97
무등산,2021-10,6.66,6.66
무등산,2021-11,5.7,5.7
무등산,2021-12,8.32,8.32
무등산,2022-01,5.36,5.36
무등산,2022-02,5.77,5.77
무등산,2022-03,3.7,3.7
무등산,2022-04,5.03,5.03
무등산,2022-05,5.15,5.15
무등산,2022-06,4.56,4.56
무등산,2022-07,4.1,4.1
무등산,2022-08,4.65,4.65
무등산,2022-09,7.08,7.08
무등산,2022-10,7.98,7.98
무등산,2022-11,5.31,5.31
무등산,2022-12,12.91,12.91
무등산,2023-01,6.07,6.07
무등산,2023-02,4.21,4.21
무등산,2023-03,5.06,5.06
무등산,2023-04,4.41,4.41
무등산,2023-05,4.61,4.61
무등산,2023-06,4.28,4.28
무등산,2023-07,4.6,4.6
무등산,2023-08,5.34,5.34
무등산,2023-09,4.74,4.74
무등산,2023-10,5.29,5.29
무등산,2023-11,4.74,4.74
무등산,2023-12,8.15,8.15
무등산,2024-01,5.63,5.63
무등산,2024-02,2.92,2.92
무등산,2024-03,2.82,2.82
무등산,2024-04,3.42,3.42
무등산,2024-05,3.76,3.76
무등산,2024-06,3.31,3.31
무등산,2024-07,2.85,2.85
무등산,2024-08,2.43,2.43
무등산,2024-09,2.99,2.99
무등산,2024-10,3.26,3.26
무등산,2024-11,3.26,3.26
무등산,2024-12,3.75,3.75
무등산,2025-01,5.35,5.35
무등산,2025-02,5.55,5.55
무등산,2025-03,2.59,2.59
무등산,2025-04,2.96,2.96
무등산,2025-05,3.47,3.47
무등산,2025-06,3.34,3.34
무등산,2025-07,3.65,3.65
무등산,2025-08,3.33,3.33
무등산,2025-09,3.02,3.02
무등산,2025-10,4.49,4.49
무등산,2025-11,4.4,4.4
무등산,2025-12,4.41,4.41
무등산,2026-01,6.47,6.47
무등산,2026-02,4.63,4.63
무등산,2026-03,2.94,2.94
무등산,2026-04,3.13,3.13
무등산,2026-05,3.15,3.15
무등산,2026-06,2.46,2.46
무등산,2026-07,2.76,2.76
무등산,2026-08,1.59,1.59
변산반도,2016-01,5.32,5.32
변산반도,2016-02,6.12,6.12
변산반도,2016-03,7.5,7.5
변산반도,2016-04,9.44,9.44
변산반도,2016-05,15.46,15.46
변산반도,2016-06,11.27,11.27
변산반도,2016-07,10.08,10.08
변산반도,2016-08,8.02,8.02
변산반도,2016-09,4.45,4.45
변산반도,2016-10,6.87,6.87
변산반도,2016-11,7.05,7.05
변산반도,2016-12,5.9,5.9
변산반도,2017-01,5.75,5.75
변산반도,2017-02,7.62,7.62
변산반도,2017-03,9.7,9.7
변산반도,2017-04,10.78,10.78
변산반도,2017-05,10.76,10.76
변산반도,2017-06,5.68,5.68
변산반도,2017-07,6.65,6.65
변산반도,2017-08,7.77,7.77
변산반도,2017-09,7.09,7.09
변산반도,2017-10,9.01,9.01
변산반도,2017-11,5.4,5.4
변산반도,2017-12,5.48,5.48
변산반도,2018-01,3.96,3.96
변산반도,2018-02,4.24,4.24
변산반도,2018-03,7.08,7.08
변산반도,2018-04,7.88,7.88
변산반도,2018-05,9.16,9.16
변산반도,2018-06,7.73,7.73
변산반도,2018-07,8.37,8.37
변산반도,2018-08,7.91,7.91
변산반도,2018-09,6.07,6.07
변산반도,2018-10,8.59,8.59
변산반도,2018-11,7.47,7.47
변산반도,2018-12,6.81,6.81
변산반도,2019-01,5.44,5.44
변산반도,2019-02,8.58,8.58
변산반도,2019-03,8.06,8.06
변산반도,2019-04,9.82,9.82
변산반도,2019-05,10.29,10.29
변산반도,2019-06,10.17,10.17
변산반도,2019-07,11.88,11.88
변산반도,2019-08,11.57,11.57
변산반도,2019-09,7.0,7.0
변산반도,2019-10,9.79,9.79
변산반도,2019-11,7.31,7.31
변산반도,2019-12,6.23,6.23
변산반도,2020-01,5.63,5.63
변산반도,2020-02,4.15,4.15
변산반도,2020-03,6.42,6.42
변산반도,2020-04,8.84,8.84
변산반도,2020-05,9.36,9.36
변산반도,2020-06,8.6,8.6
변산반도,2020-07,11.61,11.61
변산반도,2020-08,11.12,11.12
변산반도,2020-09,8.34,8.34
변산반도,2020-10,10.48,10.48
변산반도,2020-11,8.11,8.11
변산반도,2020-12,7.2,7.2
변산반도,2021-01,11.03,11.03
변산반도,2021-02,11.31,11.31
변산반도,2021-03,6.57,6.57
변산반도,2021-04,13.92,13.92
변산반도,2021-05,15.15,15.15
변산반도,2021-06,14.27,14.27
변산반도,2021-07,10.95,10.95
변산반도,2021-08,12.1,12.1
변산반도,2021-09,10.0,10.0
변산반도,2021-10,11.34,11.34
변산반도,2021-11,8.34,8.34
변산반도,2021-12,5.55,5.55
변산반도,2022-01,6.0,6.0
변산반도,2022-02,6.19,6.19
변산반도,2022-03,5.73,5.73
변산반도,2022-04,7.89,7.89
변산반도,2022-05,12.14,12.14
변산반도,2022-06,11.25,11.25
변산반도,2022-07,9.72,9.72
변산반도,2022-08,9.65,9.65
변산반도,2022-09,7.91,7.91
변산반도,2022-10,9.17,9.17
변산반도,2022-11,6.91,6.91
변산반도,2022-12,4.24,4.24
변산반도,2023-01,4.19,4.19
변산반도,2023-02,5.25,5.25
변산반도,2023-03,6.39,6.39
변산반도,2023-04,7.52,7.52
변산반도,2023-05,8.53,8.53
변산반도,2023-06,7.48,7.48
변산반도,2023-07,6.38,6.38
변산반도,2023-08,7.46,7.46
변산반도,2023-09,6.53,6.53
변산반도,2023-10,12.69,12.69
변산반도,2023-11,6.36,6.36
변산반도,2023-12,4.62,4.62
변산반도,2024-01,4.08,4.08
변산반도,2024-02,4.86,4.86
변산반도,2024-03,6.24,6.24
변산반도,2024-04,7.54,7.54
변산반도,2024-05,7.72,7.72
변산반도,2024-06,7.86,7.86
변산반도,2024-07,6.51,6.51
변산반도,2024-08,7.56,7.56
변산반도,2024-09,7.12,7.12
변산반도,2024-10,7.73,7.73
변산반도,2024-11,6.79,6.79
변산반도,2024-12,4.59,4.59
변산반도,2025-01,5.11,5.11
변산반도,2025-02,5.18,5.18
변산반도,2025-03,6.65,6.65
변산반도,2025-04,8.03,8.03
변산반도,2025-05,9.21,9.21
변산반도,2025-06,7.79,7.79
변산반도,2025-07,5.91,5.91
변산반도,2025-08,7.32,7.32
변산반도,2025-09,5.75,5.75
변산반도,2025-10,7.2,7.2
변산반도,2025-11,5.92,5.92
변산반도,2025-12,4.5,4.5
변산반도,2026-01,4.41,4.41
변산반도,2026-02,5.23,5.23
변산반도,2026-03,5.91,5.91
변산반도,2026-04,7.94,7.94
변산반도,2026-05,9.17,9.17
변산반도,2026-06,8.0,8.0
변산반도,2026-07,6.19,6.19
변산반도,2026-08,3.97,3.97
북한산,2016-01,10.24,10.24
북한산,2016-02,8.61,8.61
북한산,2016-03,12.18,12.18
북한산,2016-04,12.37,12.37
북한산,2016-05,15.23,15.23
북한산,2016-06,12.23,12.23
북한산,2016-07,8.63,8.63
북한산,2016-08,9.21,9.21
북한산,2016-09,15.18,15.18
북한산,2016-10,24.35,24.35
북한산,2016-11,15.54,15.54
북한산,2016-12,7.44,7.44
북한산,2017-01,7.07,7.07
북한산,2017-02,8.61,8.61
북한산,2017-03,13.1,13.1
북한산,2017-04,13.42,13.42
북한산,2017-05,14.91,14.91
북한산,2017-06,10.51,10.51
북한산,2017-07,8.87,8.87
북한산,2017-08,9.69,9.69
북한산,2017-09,15.92,15.92
북한산,2017-10,26.78,26.78
북한산,2017-11,11.9,11.9
북한산,2017-12,9.01,9.01
북한산,2018-01,10.62,10.62
북한산,2018-02,7.4,7.4
북한산,2018-03,11.64,11.64
북한산,2018-04,13.41,13.41
북한산,2018-05,18.19,18.19
북한산,2018-06,12.48,12.48
북한산,2018-07,9.17,9.17
북한산,2018-08,9.75,9.75
북한산,2018-09,14.14,14.14
북한산,2018-10,15.31,15.31
북한산,2018-11,9.18,9.18
북한산,2018-12,5.99,5.99
북한산,2019-01,6.28,6.28
북한산,2019-02,6.4,6.4
북한산,2019-03,8.46,8.46
북한산,2019-04,9.58,9.58
북한산,2019-05,10.79,10.79
북한산,2019-06,8.53,8.53
북한산,2019-07,7.87,7.87
북한산,2019-08,9.29,9.29
북한산,2019-09,15.29,15.29
북한산,2019-10,20.29,20.29
북한산,2019-11,10.79,10.79
북한산,2019-12,6.91,6.91
북한산,2020-01,6.57,6.57
북한산,2020-02,6.61,6.61
북한산,2020-03,12.48,12.48
북한산,2020-04,14.31,14.31
북한산,2020-05,13.91,13.91
북한산,2020-06,12.02,12.02
북한산,2020-07,10.48,10.48
북한산,2020-08,24.26,24.26
북한산,2020-09,18.74,18.74
북한산,2020-10,16.95,16.95
북한산,2020-11,9.25,9.25
북한산,2020-12,18.06,18.06
북한산,2021-01,18.13,18.13
북한산,2021-02,11.97,11.97
북한산,2021-03,11.23,11.23
북한산,2021-04,11.96,11.96
북한산,2021-05,13.04,13.04
북한산,2021-06,12.59,12.59
북한산,2021-07,9.9,9.9
북한산,2021-08,10.42,10.42
북한산,2021-09,12.13,12.13
북한산,2021-10,19.05,19.05
북한산,2021-11,11.36,11.36
북한산,2021-12,9.57,9.57
북한산,2022-01,8.02,8.02
북한산,2022-02,8.48,8.48
북한산,2022-03,10.33,10.33
북한산,2022-04,12.24,12.24
북한산,2022-05,12.05,12.05
북한산,2022-06,10.63,10.63
북한산,2022-07,9.98,9.98
북한산,2022-08,11.89,11.89
북한산,2022-09,13.68,13.68
북한산,2022-10,14.08,14.08
북한산,2022-11,8.73,8.73
북한산,2022-12,6.68,6.68
북한산,2023-01,5.42,5.42
북한산,2023-02,6.57,6.57
북한산,2023-03,9.51,9.51
북한산,2023-04,8.32,8.32
북한산,2023-05,8.43,8.43
북한산,2023-06,7.7,7.7
북한산,2023-07,7.27,7.27
북한산,2023-08,7.91,7.91
북한산,2023-09,9.48,9.48
북한산,2023-10,12.72,12.72
북한산,2023-11,7.07,7.07
북한산,2023-12,6.25,6.25
북한산,2024-01,4.43,4.43
북한산,2024-02,6.79,6.79
북한산,2024-03,6.76,6.76
북한산,2024-04,7.45,7.45
북한산,2024-05,9.44,9.44
북한산,2024-06,7.91,7.91
북한산,2024-07,7.23,7.23
북한산,2024-08,7.28,7.28
북한산,2024-09,9.4,9.4
북한산,2024-10,10.85,10.85
북한산,2024-11,10.65,10.65
북한산,2024-12,4.72,4.72
북한산,2025-01,7.47,7.47
북한산,2025-02,5.19,5.19
북한산,2025-03,6.17,6.17
북한산,2025-04,5.65,5.65
북한산,2025-05,6.76,6.76
북한산,2025-06,6.61,6.61
북한산,2025-07,8.16,8.16
북한산,2025-08,9.12,9.12
북한산,2025-09,9.21,9.21
북한산,2025-10,9.15,9.15
북한산,2025-11,8.19,8.19
북한산,2025-12,5.52,5.52
북한산,2026-01,4.56,4.56
북한산,2026-02,4.94,4.94
북한산,2026-03,6.73,6.73
북한산,2026-04,6.62,6.62
북한산,2026-05,7.52,7.52
북한산,2026-06,5.41,5.41
북한산,2026-07,9.8,9.8
북한산,2026-08,2.93,2.93
설악산,2016-01,10.47,22.72
설악산,2016-02,9.99,21.67
설악산,2016-03,6.93,15.04
설악산,2016-04,8.81,19.13
설악산,2016-05,14.92,32.38
설악산,2016-06,11.64,25.26
설악산,2016-07,14.96,32.46
설악산,2016-08,13.63,29.59
설악산,2016-09,20.25,43.96
설악산,2016-10,20.79,45.13
설악산,2016-11,7.49,16.26
설악산,2016-12,11.42,24.79
설악산,2017-01,13.16,28.57
설악산,2017-02,10.92,23.71
설악산,2017-03,6.6,14.32
설악산,2017-04,9.61,20.85
설악산,2017-05,12.78,27.74
설악산,2017-06,9.37,20.33
설악산,2017-07,13.38,29.03
설악산,2017-08,15.61,33.88
설악산,2017-09,16.92,36.73
설악산,2017-10,22.43,48.69
설악산,2017-11,7.17,15.55
설악산,2017-12,6.65,14.44
설악산,2018-01,6.29,13.66
설악산,2018-02,6.4,13.9
설악산,2018-03,7.71,16.73
설악산,2018-04,9.16,19.88
설악산,2018-05,12.61,27.36
설악산,2018-06,9.33,20.26
설악산,2018-07,10.39,22.55
설악산,2018-08,13.14,28.52
설악산,2018-09,15.62,33.91
설악산,2018-10,23.97,52.03
설악산,2018-11,6.18,13.42
설악산,2018-12,6.09,13.22
설악산,2019-01,6.39,13.87
설악산,2019-02,8.28,17.97
설악산,2019-03,6.02,13.07
설악산,2019-04,6.92,15.03
설악산,2019-05,11.19,24.29
설악산,2019-06,10.19,22.11
설악산,2019-07,12.91,28.01
설악산,2019-08,14.37,31.18
설악산,2019-09,14.58,31.65
설악산,2019-10,21.76,47.21
설악산,2019-11,8.53,18.5
설악산,2019-12,9.36,20.31
설악산,2020-01,14.65,31.78
설악산,2020-02,11.89,25.79
설악산,2020-03,8.84,19.19
설악산,2020-04,11.76,25.52
설악산,2020-05,14.08,30.56
설악산,2020-06,10.53,22.86
설악산,2020-07,15.11,32.79
설악산,2020-08,23.77,51.58
설악산,2020-09,38.38,83.31
설악산,2020-10,43.07,93.48
설악산,2020-11,10.68,23.17
설악산,2020-12,13.92,30.21
설악산,2021-01,11.01,23.9
설악산,2021-02,10.5,22.78
설악산,2021-03,10.5,22.78
설악산,2021-04,11.22,24.34
설악산,2021-05,15.86,34.42
설악산,2021-06,12.14,26.34
설악산,2021-07,10.78,23.39
설악산,2021-08,13.88,30.11
설악산,2021-09,15.89,34.48
설악산,2021-10,24.93,54.1
설악산,2021-11,11.4,24.74
설악산,2021-12,11.7,25.39
설악산,2022-01,11.36,24.66
설악산,2022-02,11.73,25.47
설악산,2022-03,8.19,17.77
설악산,2022-04,10.37,22.51
설악산,2022-05,17.06,37.02
설악산,2022-06,15.07,32.7
설악산,2022-07,13.24,28.74
설악산,2022-08,18.58,40.33
설악산,2022-09,21.97,47.68
설악산,2022-10,29.57,64.19
설악산,2022-11,9.55,20.73
설악산,2022-12,9.43,20.46
설악산,2023-01,12.61,27.36
설악산,2023-02,13.66,29.64
설악산,2023-03,8.91,19.33
설악산,2023-04,10.39,22.55
설악산,2023-05,14.57,31.61
설악산,2023-06,11.64,25.27
설악산,2023-07,10.66,23.13
설악산,2023-08,13.81,29.97
설악산,2023-09,16.31,35.4
설악산,2023-10,18.37,39.86
설악산,2023-11,9.07,19.69
설악산,2023-12,16.06,34.85
설악산,2024-01,17.27,37.48
설악산,2024-02,26.68,57.9
설악산,2024-03,10.71,23.25
설악산,2024-04,10.18,22.08
설악산,2024-05,17.61,38.21
설악산,2024-06,10.02,21.75
설악산,2024-07,10.68,23.18
설악산,2024-08,10.12,21.96
설악산,2024-09,13.28,28.81
설악산,2024-10,21.06,45.7
설악산,2024-11,10.55,22.9
설악산,2024-12,8.68,18.84
설악산,2025-01,12.37,26.85
설악산,2025-02,10.35,22.47
설악산,2025-03,8.73,18.94
설악산,2025-04,8.56,18.58
설악산,2025-05,12.14,26.35
설악산,2025-06,8.92,19.37
설악산,2025-07,9.37,20.33
설악산,2025-08,10.69,23.2
설악산,2025-09,10.45,22.68
설악산,2025-10,17.2,37.34
설악산,2025-11,9.08,19.7
설악산,2025-12,7.12,15.45
설악산,2026-01,7.39,16.04
설악산,2026-02,7.57,16.44
설악산,2026-03,7.64,16.58
설악산,2026-04,8.3,18.01
설악산,2026-05,11.0,23.88
설악산,2026-06,9.03,19.59
설악산,2026-07,8.23,17.86
설악산,2026-08,5.64,12.24
소백산,2016-01,17.69,17.69
소백산,2016-02,10.67,10.67
소백산,2016-03,6.84,6.84
소백산,2016-04,9.45,9.45
소백산,2016-05,15.8,15.8
소백산,2016-06,11.64,11.64
소백산,2016-07,17.29,17.29
소백산,2016-08,17.32,17.32
소백산,2016-09,10.35,10.35
소백산,2016-10,12.32,12.32
소백산,2016-11,9.03,9.03
소백산,2016-12,12.28,12.28
소백산,2017-01,21.15,21.15
소백산,2017-02,11.16,11.16
소백산,2017-03,6.66,6.66
소백산,2017-04,9.03,9.03
소백산,2017-05,16.71,16.71
소백산,2017-06,12.27,12.27
소백산,2017-07,13.34,13.34
소백산,2017-08,14.24,14.24
소백산,2017-09,9.19,9.19
소백산,2017-10,14.03,14.03
소백산,2017-11,9.29,9.29
소백산,2017-12,12.27,12.27
소백산,2018-01,13.04,13.04
소백산,2018-02,8.96,8.96
소백산,2018-03,10.37,10.37
소백산,2018-04,6.99,6.99
소백산,2018-05,12.06,12.06
소백산,2018-06,6.25,6.25
소백산,2018-07,9.53,9.53
소백산,2018-08,6.44,6.44
소백산,2018-09,7.03,7.03
소백산,2018-10,12.87,12.87
소백산,2018-11,11.92,11.92
소백산,2018-12,7.72,7.72
소백산,2019-01,9.38,9.38
소백산,2019-02,9.76,9.76
소백산,2019-03,5.75,5.75
소백산,2019-04,5.95,5.95
소백산,2019-05,14.71,14.71
소백산,2019-06,7.72,7.72
소백산,2019-07,7.37,7.37
소백산,2019-08,7.94,7.94
소백산,2019-09,8.04,8.04
소백산,2019-10,10.71,10.71
소백산,2019-11,7.75,7.75
소백산,2019-12,11.82,11.82
소백산,2020-01,19.15,19.15
소백산,2020-02,12.13,12.13
소백산,2020-03,5.97,5.97
소백산,2020-04,12.04,12.04
소백산,2020-05,14.69,14.69
소백산,2020-06,11.03,11.03
소백산,2020-07,9.57,9.57
소백산,2020-08,9.8,9.8
소백산,2020-09,9.62,9.62
소백산,2020-10,18.63,18.63
소백산,2020-11,9.18,9.18
소백산,2020-12,18.16,18.16
소백산,2021-01,22.96,22.96
소백산,2021-02,13.57,13.57
소백산,2021-03,9.18,9.18
소백산,2021-04,12.24,12.24
소백산,2021-05,18.95,18.95
소백산,2021-06,9.66,9.66
소백산,2021-07,14.2,14.2
소백산,2021-08,9.81,9.81
소백산,2021-09,9.07,9.07
소백산,2021-10,12.17,12.17
소백산,2021-11,9.35,9.35
소백산,2021-12,10.35,10.35
소백산,2022-01,9.75,9.75
소백산,2022-02,9.92,9.92
소백산,2022-03,7.38,7.38
소백산,2022-04,8.09,8.09
소백산,2022-05,13.35,13.35
소백산,2022-06,9.36,9.36
소백산,2022-07,7.86,7.86
소백산,2022-08,8.82,8.82
소백산,2022-09,8.32,8.32
소백산,2022-10,10.36,10.36
소백산,2022-11,5.92,5.92
소백산,2022-12,11.07,11.07
소백산,2023-01,14.24,14.24
소백산,2023-02,7.1,7.1
소백산,2023-03,5.61,5.61
소백산,2023-04,6.85,6.85
소백산,2023-05,12.53,12.53
소백산,2023-06,8.6,8.6
소백산,2023-07,6.96,6.96
소백산,2023-08,6.73,6.73
소백산,2023-09,5.66,5.66
소백산,2023-10,7.79,7.79
소백산,2023-11,6.26,6.26
소백산,2023-12,9.13,9.13
소백산,2024-01,10.34,10.34
소백산,2024-02,10.12,10.12
소백산,2024-03,6.59,6.59
소백산,2024-04,6.72,6.72
소백산,2024-05,11.42,11.42
소백산,2024-06,7.12,7.12
소백산,2024-07,5.59,5.59
소백산,2024-08,5.13,5.13
소백산,2024-09,6.83,6.83
소백산,2024-10,7.9,7.9
소백산,2024-11,6.72,6.72
소백산,2024-12,8.15,8.15
소백산,2025-01,10.46,10.46
소백산,2025-02,8.15,8.15
소백산,2025-03,6.17,6.17
소백산,2025-04,7.03,7.03
소백산,2025-05,9.47,9.47
소백산,2025-06,5.68,5.68
소백산,2025-07,4.99,4.99
소백산,2025-08,5.22,5.22
소백산,2025-09,4.37,4.37
소백산,2025-10,5.98,5.98
소백산,2025-11,5.31,5.31
소백산,2025-12,6.91,6.91
소백산,2026-01,9.5,9.5
소백산,2026-02,5.29,5.29
소백산,2026-03,5.09,5.09
소백산,2026-04,5.55,5.55
소백산,2026-05,11.11,11.11
소백산,2026-06,6.0,6.0
소백산,2026-07,4.88,4.88
소백산,2026-08,3.92,3.92
속리산,2016-01,2.13,4.62
속리산,2016-02,2.14,4.64
속리산,2016-03,2.56,5.56
속리산,2016-04,2.93,6.36
속리산,2016-05,3.51,7.62
속리산,2016-06,2.8,6.07
속리산,2016-07,2.43,5.28
속리산,2016-08,2.71,5.87
속리산,2016-09,2.79,6.06
속리산,2016-10,4.81,10.44
속리산,2016-11,2.6,5.64
속리산,2016-12,1.9,4.13
속리산,2017-01,1.64,3.57
속리산,2017-02,1.45,3.15
속리산,2017-03,2.33,5.05
속리산,2017-04,5.84,12.67
속리산,2017-05,7.94,17.24
속리산,2017-06,4.83,10.48
속리산,2017-07,3.3,7.16
속리산,2017-08,2.97,6.44
속리산,2017-09,2.38,5.16
속리산,2017-10,3.81,8.28
속리산,2017-11,1.9,4.13
속리산,2017-12,0.76,1.65
속리산,2018-01,0.93,2.02
속리산,2018-02,0.96,2.09
속리산,2018-03,1.55,3.37
속리산,2018-04,1.55,3.36
속리산,2018-05,1.88,4.08
속리산,2018-06,1.46,3.17
속리산,2018-07,1.75,3.79
속리산,2018-08,1.91,4.15
속리산,2018-09,1.6,3.48
속리산,2018-10,3.41,7.41
속리산,2018-11,1.8,3.91
속리산,2018-12,0.96,2.08
속리산,2019-01,0.96,2.09
속리산,2019-02,1.03,2.24
속리산,2019-03,1.3,2.82
속리산,2019-04,1.36,2.96
속리산,2019-05,1.78,3.87
속리산,2019-06,1.68,3.64
속리산,2019-07,1.62,3.51
속리산,2019-08,1.96,4.26
속리산,2019-09,1.83,3.97
속리산,2019-10,3.83,8.31
속리산,2019-11,2.22,4.82
속리산,2019-12,0.95,2.05
속리산,2020-01,0.84,1.82
속리산,2020-02,0.92,1.99
속리산,2020-03,2.1,4.56
속리산,2020-04,2.4,5.22
속리산,2020-05,2.13,4.62
속리산,2020-06,1.95,4.23
