공원,연월,검색관심도_원값,검색관심도_환산
다도해해상,2023년 12월,2.87,2.87
다도해해상,2024년 01월,2.87,2.87
다도해해상,2024년 02월,3.1,3.1
다도해해상,2024년 03월,3.73,3.73
다도해해상,2024년 04월,4.39,4.39
다도해해상,2024년 05월,5.19,5.19
다도해해상,2024년 06월,5.59,5.59
다도해해상,2024년 07월,4.88,4.88
다도해해상,2024년 08월,7.51,7.51
다도해해상,2024년 09월,3.58,3.58
다도해해상,2024년 10월,4.51,4.51
다도해해상,2024년 11월,1.62,1.62
다도해해상,2024년 12월,1.11,1.11
다도해해상,2025년 01월,1.56,1.56
다도해해상,2025년 02월,1.37,1.37
다도해해상,2025년 03월,2.11,2.11
다도해해상,2025년 04월,2.12,2.12
다도해해상,2025년 05월,1.97,1.97
다도해해상,2025년 06월,1.74,1.74
다도해해상,2025년 07월,1.86,1.86
다도해해상,2025년 08월,1.71,1.71
다도해해상,2025년 09월,1.82,1.82
다도해해상,2025년 10월,1.72,1.72
다도해해상,2025년 11월,1.08,1.08
다도해해상,2025년 12월,1.21,1.21
다도해해상,2026년 01월,1.42,1.42
다도해해상,2026년 02월,1.42,1.42
다도해해상,2026년 03월,1.52,1.52
다도해해상,2026년 04월,1.72,1.72
다도해해상,2026년 05월,1.33,1.33
다도해해상,2026년 06월,1.27,1.27
다도해해상,2026년 07월,1.51,1.51
다도해해상,2026년 08월,1.24,1.24
덕유산,2016년 01월,14.4,23.16
덕유산,2016년 02월,6.05,9.73
덕유산,2016년 03월,5.17,8.32
덕유산,2016년 04월,6.51,10.46
덕유산,2016년 05월,10.42,16.77
덕유산,2016년 06월,7.85,12.63
덕유산,2016년 07월,8.3,13.35
덕유산,2016년 08월,6.76,10.87
덕유산,2016년 09월,4.22,6.79
덕유산,2016년 10월,6.31,10.15
덕유산,2016년 11월,4.92,7.92
덕유산,2016년 12월,6.69,10.76
덕유산,2017년 01월,11.21,18.04
덕유산,2017년 02월,5.7,9.18
덕유산,2017년 03월,2.86,4.6
덕유산,2017년 04월,5.83,9.38
덕유산,2017년 05월,10.61,17.06
덕유산,2017년 06월,8.57,13.78
덕유산,2017년 07월,7.91,12.72
덕유산,2017년 08월,5.8,9.34
덕유산,2017년 09월,3.82,6.14
덕유산,2017년 10월,5.76,9.26
덕유산,2017년 11월,4.85,7.8
덕유산,2017년 12월,7.0,11.25
덕유산,2018년 01월,13.25,21.31
덕유산,2018년 02월,5.0,8.04
덕유산,2018년 03월,5.1,8.21
덕유산,2018년 04월,5.21,8.39
덕유산,2018년 05월,9.32,14.99
덕유산,2018년 06월,6.61,10.63
덕유산,2018년 07월,6.54,10.52
덕유산,2018년 08월,4.43,7.12
덕유산,2018년 09월,2.7,4.35
덕유산,2018년 10월,4.03,6.48
덕유산,2018년 11월,2.46,3.96
덕유산,2018년 12월,4.22,6.79
덕유산,2019년 01월,4.48,7.21
덕유산,2019년 02월,3.21,5.16
덕유산,2019년 03월,1.91,3.07
덕유산,2019년 04월,2.43,3.9
덕유산,2019년 05월,4.32,6.95
덕유산,2019년 06월,3.87,6.23
덕유산,2019년 07월,4.87,7.83
덕유산,2019년 08월,5.27,8.48
덕유산,2019년 09월,3.03,4.87
덕유산,2019년 10월,3.68,5.92
덕유산,2019년 11월,3.54,5.7
덕유산,2019년 12월,6.49,10.44
덕유산,2020년 01월,8.91,14.33
덕유산,2020년 02월,5.05,8.13
덕유산,2020년 03월,2.39,3.84
덕유산,2020년 04월,3.2,5.14
덕유산,2020년 05월,3.33,5.36
덕유산,2020년 06월,3.32,5.35
덕유산,2020년 07월,4.92,7.92
덕유산,2020년 08월,6.12,9.85
덕유산,2020년 09월,3.53,5.68
덕유산,2020년 10월,3.98,6.4
덕유산,2020년 11월,3.82,6.14
덕유산,2020년 12월,12.5,20.1
덕유산,2021년 01월,18.59,29.91
덕유산,2021년 02월,5.99,9.63
덕유산,2021년 03월,4.17,6.7
덕유산,2021년 04월,6.21,10.0
덕유산,2021년 05월,7.95,12.79
덕유산,2021년 06월,4.83,7.78
덕유산,2021년 07월,5.94,9.56
덕유산,2021년 08월,5.71,9.18
덕유산,2021년 09월,5.0,8.04
덕유산,2021년 10월,6.7,10.78
덕유산,2021년 11월,8.69,13.98
덕유산,2021년 12월,15.57,25.04
덕유산,2022년 01월,13.23,21.28
덕유산,2022년 02월,8.55,13.75
덕유산,2022년 03월,2.84,4.57
덕유산,2022년 04월,4.15,6.68
덕유산,2022년 05월,8.48,13.65
덕유산,2022년 06월,8.26,13.29
덕유산,2022년 07월,12.06,19.4
덕유산,2022년 08월,9.24,14.87
덕유산,2022년 09월,5.94,9.55
덕유산,2022년 10월,6.2,9.97
덕유산,2022년 11월,3.75,6.03
덕유산,2022년 12월,16.3,26.23
덕유산,2023년 01월,13.35,21.48
덕유산,2023년 02월,4.99,8.03
덕유산,2023년 03월,2.6,4.18
덕유산,2023년 04월,3.77,6.06
덕유산,2023년 05월,5.67,9.12
덕유산,2023년 06월,5.66,9.1
덕유산,2023년 07월,5.71,9.18
덕유산,2023년 08월,5.21,8.38
덕유산,2023년 09월,3.45,5.55
덕유산,2023년 10월,4.48,7.2
덕유산,2023년 11월,7.22,11.61
덕유산,2023년 12월,17.47,28.1
덕유산,2024년 01월,13.45,21.64
덕유산,2024년 02월,6.97,11.22
덕유산,2024년 03월,3.45,5.56
덕유산,2024년 04월,3.67,5.9
덕유산,2024년 05월,4.77,7.68
덕유산,2024년 06월,4.55,7.33
덕유산,2024년 07월,3.65,5.87
덕유산,2024년 08월,3.54,5.69
덕유산,2024년 09월,2.64,4.25
덕유산,2024년 10월,2.93,4.71
덕유산,2024년 11월,4.22,6.78
덕유산,2024년 12월,9.44,15.19
덕유산,2025년 01월,13.29,21.38
덕유산,2025년 02월,8.37,13.46
덕유산,2025년 03월,2.59,4.16
덕유산,2025년 04월,2.84,4.56
덕유산,2025년 05월,3.65,5.88
덕유산,2025년 06월,3.03,4.88
덕유산,2025년 07월,3.49,5.61
덕유산,2025년 08월,3.46,5.57
덕유산,2025년 09월,2.36,3.8
덕유산,2025년 10월,3.0,4.83
덕유산,2025년 11월,3.18,5.12
덕유산,2025년 12월,5.43,8.74
덕유산,2026년 01월,6.33,10.18
덕유산,2026년 02월,3.32,5.34
덕유산,2026년 03월,1.61,2.59
덕유산,2026년 04월,1.65,2.65
덕유산,2026년 05월,2.98,4.79
덕유산,2026년 06월,3.33,5.36
덕유산,2026년 07월,4.33,6.96
덕유산,2026년 08월,4.54,7.3
무등산,2016년 01월,16.64,16.64
무등산,2016년 02월,6.32,6.32
무등산,2016년 03월,6.2,6.2
무등산,2016년 04월,8.45,8.45
무등산,2016년 05월,7.36,7.36
무등산,2016년 06월,5.15,5.15
무등산,2016년 07월,3.9,3.9
무등산,2016년 08월,4.19,4.19
무등산,2016년 09월,4.55,4.55
무등산,2016년 10월,8.34,8.34
무등산,2016년 11월,6.29,6.29
무등산,2016년 12월,4.17,4.17
무등산,2017년 01월,7.44,7.44
무등산,2017년 02월,10.63,10.63
무등산,2017년 03월,5.34,5.34
무등산,2017년 04월,5.45,5.45
무등산,2017년 05월,6.02,6.02
무등산,2017년 06월,3.67,3.67
무등산,2017년 07월,3.24,3.24
무등산,2017년 08월,3.97,3.97
무등산,2017년 09월,5.98,5.98
무등산,2017년 10월,9.34,9.34
무등산,2017년 11월,6.46,6.46
무등산,2017년 12월,6.71,6.71
무등산,2018년 01월,16.46,16.46
무등산,2018년 02월,11.68,11.68
무등산,2018년 03월,6.45,6.45
무등산,2018년 04월,7.53,7.53
무등산,2018년 05월,8.03,8.03
무등산,2018년 06월,4.94,4.94
무등산,2018년 07월,3.19,3.19
무등산,2018년 08월,3.46,3.46
무등산,2018년 09월,3.97,3.97
무등산,2018년 10월,9.84,9.84
무등산,2018년 11월,7.6,7.6
무등산,2018년 12월,5.91,5.91
무등산,2019년 01월,5.03,5.03
무등산,2019년 02월,3.87,3.87
무등산,2019년 03월,3.68,3.68
무등산,2019년 04월,5.32,5.32
무등산,2019년 05월,6.46,6.46
무등산,2019년 06월,3.94,3.94
무등산,2019년 07월,3.84,3.84
무등산,2019년 08월,4.17,4.17
무등산,2019년 09월,4.22,4.22
무등산,2019년 10월,10.92,10.92
무등산,2019년 11월,8.24,8.24
무등산,2019년 12월,4.82,4.82
무등산,2020년 01월,4.81,4.81
무등산,2020년 02월,5.17,5.17
무등산,2020년 03월,4.54,4.54
무등산,2020년 04월,5.45,5.45
무등산,2020년 05월,4.7,4.7
무등산,2020년 06월,4.15,4.15
무등산,2020년 07월,3.65,3.65
무등산,2020년 08월,5.62,5.62
무등산,2020년 09월,4.55,4.55
무등산,2020년 10월,5.88,5.88
무등산,2020년 11월,5.64,5.64
무등산,2020년 12월,14.65,14.65
무등산,2021년 01월,24.4,24.4
무등산,2021년 02월,7.66,7.66
무등산,2021년 03월,4.69,4.69
무등산,2021년 04월,5.82,5.82
무등산,2021년 05월,5.65,5.65
무등산,2021년 06월,4.92,4.92
무등산,2021년 07월,4.13,4.13
무등산,2021년 08월,4.59,4.59
무등산,2021년 09월,4.97,4.97
무등산,2021년 10월,6.66,6.66
무등산,2021년 11월,5.7,5.7
무등산,2021년 12월,8.32,8.32
무등산,2022년 01월,5.36,5.36
무등산,2022년 02월,5.77,5.77
무등산,2022년 03월,3.7,3.7
무등산,2022년 04월,5.03,5.03
무등산,2022년 05월,5.15,5.15
무등산,2022년 06월,4.56,4.56
무등산,2022년 07월,4.1,4.1
무등산,2022년 08월,4.65,4.65
무등산,2022년 09월,7.08,7.08
무등산,2022년 10월,7.98,7.98
무등산,2022년 11월,5.31,5.31
무등산,2022년 12월,12.91,12.91
무등산,2023년 01월,6.07,6.07
무등산,2023년 02월,4.21,4.21
무등산,2023년 03월,5.06,5.06
무등산,2023년 04월,4.41,4.41
무등산,2023년 05월,4.61,4.61
무등산,2023년 06월,4.28,4.28
무등산,2023년 07월,4.6,4.6
무등산,2023년 08월,5.34,5.34
무등산,2023년 09월,4.74,4.74
무등산,2023년 10월,5.29,5.29
무등산,2023년 11월,4.74,4.74
무등산,2023년 12월,8.15,8.15
무등산,2024년 01월,5.63,5.63
무등산,2024년 02월,2.92,2.92
무등산,2024년 03월,2.82,2.82
무등산,2024년 04월,3.42,3.42
무등산,2024년 05월,3.76,3.76
무등산,2024년 06월,3.31,3.31
무등산,2024년 07월,2.85,2.85
무등산,2024년 08월,2.43,2.43
무등산,2024년 09월,2.99,2.99
무등산,2024년 10월,3.26,3.26
무등산,2024년 11월,3.26,3.26
무등산,2024년 12월,3.75,3.75
무등산,2025년 01월,5.35,5.35
무등산,2025년 02월,5.55,5.55
무등산,2025년 03월,2.59,2.59
무등산,2025년 04월,2.96,2.96
무등산,2025년 05월,3.47,3.47
무등산,2025년 06월,3.34,3.34
무등산,2025년 07월,3.65,3.65
무등산,2025년 08월,3.33,3.33
무등산,2025년 09월,3.02,3.02
무등산,2025년 10월,4.49,4.49
무등산,2025년 11월,4.4,4.4
무등산,2025년 12월,4.41,4.41
무등산,2026년 01월,6.47,6.47
무등산,2026년 02월,4.63,4.63
무등산,2026년 03월,2.94,2.94
무등산,2026년 04월,3.13,3.13
무등산,2026년 05월,3.15,3.15
무등산,2026년 06월,2.46,2.46
무등산,2026년 07월,2.76,2.76
무등산,2026년 08월,2.77,2.77
변산반도,2016년 01월,5.32,5.32
변산반도,2016년 02월,6.12,6.12
변산반도,2016년 03월,7.5,7.5
변산반도,2016년 04월,9.44,9.44
변산반도,2016년 05월,15.46,15.46
변산반도,2016년 06월,11.27,11.27
변산반도,2016년 07월,10.08,10.08
변산반도,2016년 08월,8.02,8.02
변산반도,2016년 09월,4.45,4.45
변산반도,2016년 10월,6.87,6.87
변산반도,2016년 11월,7.05,7.05
변산반도,2016년 12월,5.9,5.9
변산반도,2017년 01월,5.75,5.75
변산반도,2017년 02월,7.62,7.62
변산반도,2017년 03월,9.7,9.7
변산반도,2017년 04월,10.78,10.78
변산반도,2017년 05월,10.76,10.76
변산반도,2017년 06월,5.68,5.68
변산반도,2017년 07월,6.65,6.65
변산반도,2017년 08월,7.77,7.77
변산반도,2017년 09월,7.09,7.09
변산반도,2017년 10월,9.01,9.01
변산반도,2017년 11월,5.4,5.4
변산반도,2017년 12월,5.48,5.48
변산반도,2018년 01월,3.96,3.96
변산반도,2018년 02월,4.24,4.24
변산반도,2018년 03월,7.08,7.08
변산반도,2018년 04월,7.88,7.88
변산반도,2018년 05월,9.16,9.16
변산반도,2018년 06월,7.73,7.73
변산반도,2018년 07월,8.37,8.37
변산반도,2018년 08월,7.91,7.91
변산반도,2018년 09월,6.07,6.07
변산반도,2018년 10월,8.59,8.59
변산반도,2018년 11월,7.47,7.47
변산반도,2018년 12월,6.81,6.81
변산반도,2019년 01월,5.44,5.44
변산반도,2019년 02월,8.58,8.58
변산반도,2019년 03월,8.06,8.06
변산반도,2019년 04월,9.82,9.82
변산반도,2019년 05월,10.29,10.29
변산반도,2019년 06월,10.17,10.17
변산반도,2019년 07월,11.88,11.88
변산반도,2019년 08월,11.57,11.57
변산반도,2019년 09월,7.0,7.0
변산반도,2019년 10월,9.79,9.79
변산반도,2019년 11월,7.31,7.31
변산반도,2019년 12월,6.23,6.23
변산반도,2020년 01월,5.63,5.63
변산반도,2020년 02월,4.15,4.15
변산반도,2020년 03월,6.42,6.42
변산반도,2020년 04월,8.84,8.84
변산반도,2020년 05월,9.36,9.36
변산반도,2020년 06월,8.6,8.6
변산반도,2020년 07월,11.61,11.61
변산반도,2020년 08월,11.12,11.12
변산반도,2020년 09월,8.34,8.34
변산반도,2020년 10월,10.48,10.48
변산반도,2020년 11월,8.11,8.11
변산반도,2020년 12월,7.2,7.2
변산반도,2021년 01월,11.03,11.03
변산반도,2021년 02월,11.31,11.31
변산반도,2021년 03월,6.57,6.57
변산반도,2021년 04월,13.92,13.92
변산반도,2021년 05월,15.15,15.15
변산반도,2021년 06월,14.27,14.27
변산반도,2021년 07월,10.95,10.95
변산반도,2021년 08월,12.1,12.1
변산반도,2021년 09월,10.0,10.0
변산반도,2021년 10월,11.34,11.34
변산반도,2021년 11월,8.34,8.34
변산반도,2021년 12월,5.55,5.55
변산반도,2022년 01월,6.0,6.0
변산반도,2022년 02월,6.19,6.19
변산반도,2022년 03월,5.73,5.73
변산반도,2022년 04월,7.89,7.89
변산반도,2022년 05월,12.14,12.14
변산반도,2022년 06월,11.25,11.25
변산반도,2022년 07월,9.72,9.72
변산반도,2022년 08월,9.65,9.65
변산반도,2022년 09월,7.91,7.91
변산반도,2022년 10월,9.17,9.17
변산반도,2022년 11월,6.91,6.91
변산반도,2022년 12월,4.24,4.24
변산반도,2023년 01월,4.19,4.19
변산반도,2023년 02월,5.25,5.25
변산반도,2023년 03월,6.39,6.39
변산반도,2023년 04월,7.52,7.52
변산반도,2023년 05월,8.53,8.53
변산반도,2023년 06월,7.48,7.48
변산반도,2023년 07월,6.38,6.38
변산반도,2023년 08월,7.46,7.46
변산반도,2023년 09월,6.53,6.53
변산반도,2023년 10월,12.69,12.69
변산반도,2023년 11월,6.36,6.36
변산반도,2023년 12월,4.62,4.62
변산반도,2024년 01월,4.08,4.08
변산반도,2024년 02월,4.86,4.86
변산반도,2024년 03월,6.24,6.24
변산반도,2024년 04월,7.54,7.54
변산반도,2024년 05월,7.72,7.72
변산반도,2024년 06월,7.86,7.86
변산반도,2024년 07월,6.51,6.51
변산반도,2024년 08월,7.56,7.56
변산반도,2024년 09월,7.12,7.12
변산반도,2024년 10월,7.73,7.73
변산반도,2024년 11월,6.79,6.79
변산반도,2024년 12월,4.59,4.59
변산반도,2025년 01월,5.11,5.11
변산반도,2025년 02월,5.18,5.18
변산반도,2025년 03월,6.65,6.65
변산반도,2025년 04월,8.03,8.03
변산반도,2025년 05월,9.21,9.21
변산반도,2025년 06월,7.79,7.79
변산반도,2025년 07월,5.91,5.91
변산반도,2025년 08월,7.32,7.32
변산반도,2025년 09월,5.75,5.75
변산반도,2025년 10월,7.2,7.2
변산반도,2025년 11월,5.92,5.92
변산반도,2025년 12월,4.5,4.5
변산반도,2026년 01월,4.41,4.41
변산반도,2026년 02월,5.23,5.23
변산반도,2026년 03월,5.91,5.91
변산반도,2026년 04월,7.94,7.94
변산반도,2026년 05월,9.17,9.17
변산반도,2026년 06월,8.0,8.0
변산반도,2026년 07월,6.19,6.19
변산반도,2026년 08월,6.17,6.17
북한산,2016년 01월,10.24,10.24
북한산,2016년 02월,8.61,8.61
북한산,2016년 03월,12.18,12.18
북한산,2016년 04월,12.37,12.37
북한산,2016년 05월,15.23,15.23
북한산,2016년 06월,12.23,12.23
북한산,2016년 07월,8.63,8.63
북한산,2016년 08월,9.21,9.21
북한산,2016년 09월,15.18,15.18
북한산,2016년 10월,24.35,24.35
북한산,2016년 11월,15.54,15.54
북한산,2016년 12월,7.44,7.44
북한산,2017년 01월,7.07,7.07
북한산,2017년 02월,8.61,8.61
북한산,2017년 03월,13.1,13.1
북한산,2017년 04월,13.42,13.42
북한산,2017년 05월,14.91,14.91
북한산,2017년 06월,10.51,10.51
북한산,2017년 07월,8.87,8.87
북한산,2017년 08월,9.69,9.69
북한산,2017년 09월,15.92,15.92
북한산,2017년 10월,26.78,26.78
북한산,2017년 11월,11.9,11.9
북한산,2017년 12월,9.01,9.01
북한산,2018년 01월,10.62,10.62
북한산,2018년 02월,7.4,7.4
북한산,2018년 03월,11.64,11.64
북한산,2018년 04월,13.41,13.41
북한산,2018년 05월,18.19,18.19
북한산,2018년 06월,12.48,12.48
북한산,2018년 07월,9.17,9.17
북한산,2018년 08월,9.75,9.75
북한산,2018년 09월,14.14,14.14
북한산,2018년 10월,15.31,15.31
북한산,2018년 11월,9.18,9.18
북한산,2018년 12월,5.99,5.99
북한산,2019년 01월,6.28,6.28
북한산,2019년 02월,6.4,6.4
북한산,2019년 03월,8.46,8.46
북한산,2019년 04월,9.58,9.58
북한산,2019년 05월,10.79,10.79
북한산,2019년 06월,8.53,8.53
북한산,2019년 07월,7.87,7.87
북한산,2019년 08월,9.29,9.29
북한산,2019년 09월,15.29,15.29
북한산,2019년 10월,20.29,20.29
북한산,2019년 11월,10.79,10.79
북한산,2019년 12월,6.91,6.91
북한산,2020년 01월,6.57,6.57
북한산,2020년 02월,6.61,6.61
북한산,2020년 03월,12.48,12.48
북한산,2020년 04월,14.31,14.31
북한산,2020년 05월,13.91,13.91
북한산,2020년 06월,12.02,12.02
북한산,2020년 07월,10.48,10.48
북한산,2020년 08월,24.26,24.26
북한산,2020년 09월,18.74,18.74
북한산,2020년 10월,16.95,16.95
북한산,2020년 11월,9.25,9.25
북한산,2020년 12월,18.06,18.06
북한산,2021년 01월,18.13,18.13
북한산,2021년 02월,11.97,11.97
북한산,2021년 03월,11.23,11.23
북한산,2021년 04월,11.96,11.96
북한산,2021년 05월,13.04,13.04
북한산,2021년 06월,12.59,12.59
북한산,2021년 07월,9.9,9.9
북한산,2021년 08월,10.42,10.42
북한산,2021년 09월,12.13,12.13
북한산,2021년 10월,19.05,19.05
북한산,2021년 11월,11.36,11.36
북한산,2021년 12월,9.57,9.57
북한산,2022년 01월,8.02,8.02
북한산,2022년 02월,8.48,8.48
북한산,2022년 03월,10.33,10.33
북한산,2022년 04월,12.24,12.24
북한산,2022년 05월,12.05,12.05
북한산,2022년 06월,10.63,10.63
북한산,2022년 07월,9.98,9.98
북한산,2022년 08월,11.89,11.89
북한산,2022년 09월,13.68,13.68
북한산,2022년 10월,14.08,14.08
북한산,2022년 11월,8.73,8.73
북한산,2022년 12월,6.68,6.68
북한산,2023년 01월,5.42,5.42
북한산,2023년 02월,6.57,6.57
북한산,2023년 03월,9.51,9.51
북한산,2023년 04월,8.32,8.32
북한산,2023년 05월,8.43,8.43
북한산,2023년 06월,7.7,7.7
북한산,2023년 07월,7.27,7.27
북한산,2023년 08월,7.91,7.91
북한산,2023년 09월,9.48,9.48
북한산,2023년 10월,12.72,12.72
북한산,2023년 11월,7.07,7.07
북한산,2023년 12월,6.25,6.25
북한산,2024년 01월,4.43,4.43
북한산,2024년 02월,6.79,6.79
북한산,2024년 03월,6.76,6.76
북한산,2024년 04월,7.45,7.45
북한산,2024년 05월,9.44,9.44
북한산,2024년 06월,7.91,7.91
북한산,2024년 07월,7.23,7.23
북한산,2024년 08월,7.28,7.28
북한산,2024년 09월,9.4,9.4
북한산,2024년 10월,10.85,10.85
북한산,2024년 11월,10.65,10.65
북한산,2024년 12월,4.72,4.72
북한산,2025년 01월,7.47,7.47
북한산,2025년 02월,5.19,5.19
북한산,2025년 03월,6.17,6.17
북한산,2025년 04월,5.65,5.65
북한산,2025년 05월,6.76,6.76
북한산,2025년 06월,6.61,6.61
북한산,2025년 07월,8.16,8.16
북한산,2025년 08월,9.12,9.12
북한산,2025년 09월,9.21,9.21
북한산,2025년 10월,9.15,9.15
북한산,2025년 11월,8.19,8.19
북한산,2025년 12월,5.52,5.52
북한산,2026년 01월,4.56,4.56
북한산,2026년 02월,4.94,4.94
북한산,2026년 03월,6.73,6.73
북한산,2026년 04월,6.62,6.62
북한산,2026년 05월,7.52,7.52
북한산,2026년 06월,5.41,5.41
북한산,2026년 07월,9.8,9.8
북한산,2026년 08월,4.99,4.99
설악산,2016년 01월,10.47,22.72
설악산,2016년 02월,9.99,21.67
설악산,2016년 03월,6.93,15.04
설악산,2016년 04월,8.81,19.13
설악산,2016년 05월,14.92,32.38
설악산,2016년 06월,11.64,25.26
설악산,2016년 07월,14.96,32.46
설악산,2016년 08월,13.63,29.59
설악산,2016년 09월,20.25,43.96
설악산,2016년 10월,20.79,45.13
설악산,2016년 11월,7.49,16.26
설악산,2016년 12월,11.42,24.79
설악산,2017년 01월,13.16,28.57
설악산,2017년 02월,10.92,23.71
설악산,2017년 03월,6.6,14.32
설악산,2017년 04월,9.61,20.85
설악산,2017년 05월,12.78,27.74
설악산,2017년 06월,9.37,20.33
설악산,2017년 07월,13.38,29.03
설악산,2017년 08월,15.61,33.88
설악산,2017년 09월,16.92,36.73
설악산,2017년 10월,22.43,48.69
설악산,2017년 11월,7.17,15.55
설악산,2017년 12월,6.65,14.44
설악산,2018년 01월,6.29,13.66
설악산,2018년 02월,6.4,13.9
설악산,2018년 03월,7.71,16.73
설악산,2018년 04월,9.16,19.88
설악산,2018년 05월,12.61,27.36
설악산,2018년 06월,9.33,20.26
설악산,2018년 07월,10.39,22.55
설악산,2018년 08월,13.14,28.52
설악산,2018년 09월,15.62,33.91
설악산,2018년 10월,23.97,52.03
설악산,2018년 11월,6.18,13.42
설악산,2018년 12월,6.09,13.22
설악산,2019년 01월,6.39,13.87
설악산,2019년 02월,8.28,17.97
설악산,2019년 03월,6.02,13.07
설악산,2019년 04월,6.92,15.03
설악산,2019년 05월,11.19,24.29
설악산,2019년 06월,10.19,22.11
설악산,2019년 07월,12.91,28.01
설악산,2019년 08월,14.37,31.18
설악산,2019년 09월,14.58,31.65
설악산,2019년 10월,21.76,47.21
설악산,2019년 11월,8.53,18.5
설악산,2019년 12월,9.36,20.31
설악산,2020년 01월,14.65,31.78
설악산,2020년 02월,11.89,25.79
설악산,2020년 03월,8.84,19.19
설악산,2020년 04월,11.76,25.52
설악산,2020년 05월,14.08,30.56
설악산,2020년 06월,10.53,22.86
설악산,2020년 07월,15.11,32.79
설악산,2020년 08월,23.77,51.58
설악산,2020년 09월,38.38,83.31
설악산,2020년 10월,43.07,93.48
설악산,2020년 11월,10.68,23.17
설악산,2020년 12월,13.92,30.21
설악산,2021년 01월,11.01,23.9
설악산,2021년 02월,10.5,22.78
설악산,2021년 03월,10.5,22.78
설악산,2021년 04월,11.22,24.34
설악산,2021년 05월,15.86,34.42
설악산,2021년 06월,12.14,26.34
설악산,2021년 07월,10.78,23.39
설악산,2021년 08월,13.88,30.11
설악산,2021년 09월,15.89,34.48
설악산,2021년 10월,24.93,54.1
설악산,2021년 11월,11.4,24.74
설악산,2021년 12월,11.7,25.39
설악산,2022년 01월,11.36,24.66
설악산,2022년 02월,11.73,25.47
설악산,2022년 03월,8.19,17.77
설악산,2022년 04월,10.37,22.51
설악산,2022년 05월,17.06,37.02
설악산,2022년 06월,15.07,32.7
설악산,2022년 07월,13.24,28.74
설악산,2022년 08월,18.58,40.33
설악산,2022년 09월,21.97,47.68
설악산,2022년 10월,29.57,64.19
설악산,2022년 11월,9.55,20.73
설악산,2022년 12월,9.43,20.46
설악산,2023년 01월,12.61,27.36
설악산,2023년 02월,13.66,29.64
설악산,2023년 03월,8.91,19.33
설악산,2023년 04월,10.39,22.55
설악산,2023년 05월,14.57,31.61
설악산,2023년 06월,11.64,25.27
설악산,2023년 07월,10.66,23.13
설악산,2023년 08월,13.81,29.97
설악산,2023년 09월,16.31,35.4
설악산,2023년 10월,18.37,39.86
설악산,2023년 11월,9.07,19.69
설악산,2023년 12월,16.06,34.85
설악산,2024년 01월,17.27,37.48
설악산,2024년 02월,26.68,57.9
설악산,2024년 03월,10.71,23.25
설악산,2024년 04월,10.18,22.08
설악산,2024년 05월,17.61,38.21
설악산,2024년 06월,10.02,21.75
설악산,2024년 07월,10.68,23.18
설악산,2024년 08월,10.12,21.96
설악산,2024년 09월,13.28,28.81
설악산,2024년 10월,21.06,45.7
설악산,2024년 11월,10.55,22.9
설악산,2024년 12월,8.68,18.84
설악산,2025년 01월,12.37,26.85
설악산,2025년 02월,10.35,22.47
설악산,2025년 03월,8.73,18.94
설악산,2025년 04월,8.56,18.58
설악산,2025년 05월,12.14,26.35
설악산,2025년 06월,8.92,19.37
설악산,2025년 07월,9.37,20.33
설악산,2025년 08월,10.69,23.2
설악산,2025년 09월,10.45,22.68
설악산,2025년 10월,17.2,37.34
설악산,2025년 11월,9.08,19.7
설악산,2025년 12월,7.12,15.45
설악산,2026년 01월,7.39,16.04
설악산,2026년 02월,7.57,16.44
설악산,2026년 03월,7.64,16.58
설악산,2026년 04월,8.3,18.01
설악산,2026년 05월,11.0,23.88
설악산,2026년 06월,9.03,19.59
설악산,2026년 07월,8.23,17.86
설악산,2026년 08월,9.29,20.17
소백산,2016년 01월,17.69,17.69
소백산,2016년 02월,10.67,10.67
소백산,2016년 03월,6.84,6.84
소백산,2016년 04월,9.45,9.45
소백산,2016년 05월,15.8,15.8
소백산,2016년 06월,11.64,11.64
소백산,2016년 07월,17.29,17.29
소백산,2016년 08월,17.32,17.32
소백산,2016년 09월,10.35,10.35
소백산,2016년 10월,12.32,12.32
소백산,2016년 11월,9.03,9.03
소백산,2016년 12월,12.28,12.28
소백산,2017년 01월,21.15,21.15
소백산,2017년 02월,11.16,11.16
소백산,2017년 03월,6.66,6.66
소백산,2017년 04월,9.03,9.03
소백산,2017년 05월,16.71,16.71
소백산,2017년 06월,12.27,12.27
소백산,2017년 07월,13.34,13.34
소백산,2017년 08월,14.24,14.24
소백산,2017년 09월,9.19,9.19
소백산,2017년 10월,14.03,14.03
소백산,2017년 11월,9.29,9.29
소백산,2017년 12월,12.27,12.27
소백산,2018년 01월,13.04,13.04
소백산,2018년 02월,8.96,8.96
소백산,2018년 03월,10.37,10.37
소백산,2018년 04월,6.99,6.99
소백산,2018년 05월,12.06,12.06
소백산,2018년 06월,6.25,6.25
소백산,2018년 07월,9.53,9.53
소백산,2018년 08월,6.44,6.44
소백산,2018년 09월,7.03,7.03
소백산,2018년 10월,12.87,12.87
소백산,2018년 11월,11.92,11.92
소백산,2018년 12월,7.72,7.72
소백산,2019년 01월,9.38,9.38
소백산,2019년 02월,9.76,9.76
소백산,2019년 03월,5.75,5.75
소백산,2019년 04월,5.95,5.95
소백산,2019년 05월,14.71,14.71
소백산,2019년 06월,7.72,7.72
소백산,2019년 07월,7.37,7.37
소백산,2019년 08월,7.94,7.94
소백산,2019년 09월,8.04,8.04
