공원,연월,검색관심도_원값,검색관심도_환산
지리산,2016년 06월,27.92,27.92
지리산,2016년 07월,37.09,37.09
지리산,2016년 08월,30.53,30.53
지리산,2016년 09월,29.93,29.93
지리산,2016년 10월,23.89,23.89
지리산,2016년 11월,14.63,14.63
지리산,2016년 12월,17.46,17.46
지리산,2017년 01월,20.53,20.53
지리산,2017년 02월,15.49,15.49
지리산,2017년 03월,13.83,13.83
지리산,2017년 04월,25.3,25.3
지리산,2017년 05월,25.82,25.82
지리산,2017년 06월,23.54,23.54
지리산,2017년 07월,35.95,35.95
지리산,2017년 08월,32.39,32.39
지리산,2017년 09월,30.11,30.11
지리산,2017년 10월,24.81,24.81
지리산,2017년 11월,14.58,14.58
지리산,2017년 12월,15.97,15.97
지리산,2018년 01월,18.23,18.23
지리산,2018년 02월,12.27,12.27
지리산,2018년 03월,13.04,13.04
지리산,2018년 04월,19.72,19.72
지리산,2018년 05월,23.2,23.2
지리산,2018년 06월,19.14,19.14
지리산,2018년 07월,35.26,35.26
지리산,2018년 08월,28.51,28.51
지리산,2018년 09월,22.87,22.87
지리산,2018년 10월,23.6,23.6
지리산,2018년 11월,11.98,11.98
지리산,2018년 12월,12.13,12.13
지리산,2019년 01월,12.79,12.79
지리산,2019년 02월,11.12,11.12
지리산,2019년 03월,10.15,10.15
지리산,2019년 04월,16.38,16.38
지리산,2019년 05월,19.11,19.11
지리산,2019년 06월,20.92,20.92
지리산,2019년 07월,28.39,28.39
지리산,2019년 08월,23.13,23.13
지리산,2019년 09월,19.2,19.2
지리산,2019년 10월,19.87,19.87
지리산,2019년 11월,13.11,13.11
지리산,2019년 12월,13.47,13.47
지리산,2020년 01월,12.18,12.18
지리산,2020년 02월,12.29,12.29
지리산,2020년 03월,12.08,12.08
지리산,2020년 04월,18.56,18.56
지리산,2020년 05월,18.41,18.41
지리산,2020년 06월,16.2,16.2
지리산,2020년 07월,25.43,25.43
지리산,2020년 08월,27.82,27.82
지리산,2020년 09월,16.92,16.92
지리산,2020년 10월,19.56,19.56
지리산,2020년 11월,13.14,13.14
지리산,2020년 12월,18.74,18.74
지리산,2021년 01월,22.23,22.23
지리산,2021년 02월,14.43,14.43
지리산,2021년 03월,12.32,12.32
지리산,2021년 04월,15.75,15.75
지리산,2021년 05월,19.31,19.31
지리산,2021년 06월,21.05,21.05
지리산,2021년 07월,20.84,20.84
지리산,2021년 08월,18.78,18.78
지리산,2021년 09월,16.9,16.9
지리산,2021년 10월,29.23,29.23
지리산,2021년 11월,28.02,28.02
지리산,2021년 12월,20.3,20.3
지리산,2022년 01월,12.65,12.65
지리산,2022년 02월,10.76,10.76
지리산,2022년 03월,10.52,10.52
지리산,2022년 04월,13.81,13.81
지리산,2022년 05월,20.59,20.59
지리산,2022년 06월,18.89,18.89
지리산,2022년 07월,22.27,22.27
지리산,2022년 08월,22.34,22.34
지리산,2022년 09월,18.08,18.08
지리산,2022년 10월,13.63,13.63
지리산,2022년 11월,8.95,8.95
지리산,2022년 12월,12.02,12.02
지리산,2023년 01월,11.12,11.12
지리산,2023년 02월,9.9,9.9
지리산,2023년 03월,11.84,11.84
지리산,2023년 04월,14.28,14.28
지리산,2023년 05월,19.18,19.18
지리산,2023년 06월,15.98,15.98
지리산,2023년 07월,21.44,21.44
지리산,2023년 08월,18.01,18.01
지리산,2023년 09월,14.57,14.57
지리산,2023년 10월,16.28,16.28
지리산,2023년 11월,13.81,13.81
지리산,2023년 12월,13.99,13.99
지리산,2024년 01월,10.73,10.73
지리산,2024년 02월,12.17,12.17
지리산,2024년 03월,10.31,10.31
지리산,2024년 04월,13.78,13.78
지리산,2024년 05월,15.56,15.56
지리산,2024년 06월,11.91,11.91
지리산,2024년 07월,13.7,13.7
지리산,2024년 08월,10.14,10.14
지리산,2024년 09월,10.03,10.03
지리산,2024년 10월,10.32,10.32
지리산,2024년 11월,11.82,11.82
지리산,2024년 12월,9.87,9.87
지리산,2025년 01월,14.63,14.63
지리산,2025년 02월,11.87,11.87
지리산,2025년 03월,38.27,38.27
지리산,2025년 04월,15.44,15.44
지리산,2025년 05월,14.34,14.34
지리산,2025년 06월,13.15,13.15
지리산,2025년 07월,15.24,15.24
지리산,2025년 08월,11.79,11.79
지리산,2025년 09월,8.66,8.66
지리산,2025년 10월,9.92,9.92
지리산,2025년 11월,7.73,7.73
지리산,2025년 12월,6.66,6.66
지리산,2026년 01월,7.19,7.19
지리산,2026년 02월,7.28,7.28
지리산,2026년 03월,7.14,7.14
지리산,2026년 04월,9.21,9.21
지리산,2026년 05월,9.69,9.69
지리산,2026년 06월,8.94,8.94
지리산,2026년 07월,10.01,10.01
지리산,2026년 08월,9.75,9.75
치악산,2016년 01월,3.6,3.6
치악산,2016년 02월,2.49,2.49
치악산,2016년 03월,4.04,4.04
치악산,2016년 04월,5.6,5.6
치악산,2016년 05월,6.05,6.05
치악산,2016년 06월,5.75,5.75
치악산,2016년 07월,5.19,5.19
치악산,2016년 08월,5.5,5.5
치악산,2016년 09월,4.87,4.87
치악산,2016년 10월,7.89,7.89
치악산,2016년 11월,4.72,4.72
치악산,2016년 12월,3.4,3.4
치악산,2017년 01월,3.48,3.48
치악산,2017년 02월,3.55,3.55
치악산,2017년 03월,4.41,4.41
치악산,2017년 04월,6.0,6.0
치악산,2017년 05월,7.21,7.21
치악산,2017년 06월,6.16,6.16
치악산,2017년 07월,5.02,5.02
치악산,2017년 08월,5.48,5.48
치악산,2017년 09월,5.18,5.18
치악산,2017년 10월,12.22,12.22
치악산,2017년 11월,4.59,4.59
치악산,2017년 12월,3.19,3.19
치악산,2018년 01월,3.03,3.03
치악산,2018년 02월,2.69,2.69
치악산,2018년 03월,5.8,5.8
치악산,2018년 04월,5.36,5.36
치악산,2018년 05월,7.41,7.41
치악산,2018년 06월,6.71,6.71
치악산,2018년 07월,6.35,6.35
치악산,2018년 08월,4.82,4.82
치악산,2018년 09월,5.06,5.06
치악산,2018년 10월,10.07,10.07
치악산,2018년 11월,5.59,5.59
치악산,2018년 12월,3.25,3.25
치악산,2019년 01월,3.02,3.02
치악산,2019년 02월,3.9,3.9
치악산,2019년 03월,5.06,5.06
치악산,2019년 04월,5.38,5.38
치악산,2019년 05월,7.26,7.26
치악산,2019년 06월,4.94,4.94
치악산,2019년 07월,4.53,4.53
치악산,2019년 08월,5.06,5.06
치악산,2019년 09월,5.1,5.1
치악산,2019년 10월,10.77,10.77
치악산,2019년 11월,5.88,5.88
치악산,2019년 12월,3.44,3.44
치악산,2020년 01월,2.8,2.8
치악산,2020년 02월,3.55,3.55
치악산,2020년 03월,8.56,8.56
치악산,2020년 04월,7.61,7.61
치악산,2020년 05월,5.63,5.63
치악산,2020년 06월,5.31,5.31
치악산,2020년 07월,6.54,6.54
치악산,2020년 08월,6.75,6.75
치악산,2020년 09월,7.28,7.28
치악산,2020년 10월,12.99,12.99
치악산,2020년 11월,8.46,8.46
치악산,2020년 12월,7.46,7.46
치악산,2021년 01월,7.41,7.41
치악산,2021년 02월,6.12,6.12
치악산,2021년 03월,6.6,6.6
치악산,2021년 04월,8.67,8.67
치악산,2021년 05월,8.15,8.15
치악산,2021년 06월,6.97,6.97
치악산,2021년 07월,6.64,6.64
치악산,2021년 08월,6.54,6.54
치악산,2021년 09월,5.45,5.45
치악산,2021년 10월,7.67,7.67
치악산,2021년 11월,5.59,5.59
치악산,2021년 12월,4.54,4.54
치악산,2022년 01월,3.44,3.44
치악산,2022년 02월,3.9,3.9
치악산,2022년 03월,4.38,4.38
치악산,2022년 04월,4.8,4.8
치악산,2022년 05월,5.41,5.41
치악산,2022년 06월,5.14,5.14
치악산,2022년 07월,5.65,5.65
치악산,2022년 08월,6.47,6.47
치악산,2022년 09월,5.12,5.12
치악산,2022년 10월,7.88,7.88
치악산,2022년 11월,4.7,4.7
치악산,2022년 12월,3.9,3.9
치악산,2023년 01월,4.22,4.22
치악산,2023년 02월,3.56,3.56
치악산,2023년 03월,4.6,4.6
치악산,2023년 04월,4.8,4.8
치악산,2023년 05월,5.25,5.25
치악산,2023년 06월,5.0,5.0
치악산,2023년 07월,5.5,5.5
치악산,2023년 08월,5.63,5.63
치악산,2023년 09월,4.46,4.46
치악산,2023년 10월,6.21,6.21
치악산,2023년 11월,3.65,3.65
치악산,2023년 12월,3.72,3.72
치악산,2024년 01월,2.96,2.96
치악산,2024년 02월,4.47,4.47
치악산,2024년 03월,4.14,4.14
치악산,2024년 04월,4.11,4.11
치악산,2024년 05월,3.9,3.9
치악산,2024년 06월,3.96,3.96
치악산,2024년 07월,3.61,3.61
치악산,2024년 08월,4.49,4.49
치악산,2024년 09월,3.98,3.98
치악산,2024년 10월,4.93,4.93
치악산,2024년 11월,4.69,4.69
치악산,2024년 12월,3.79,3.79
치악산,2025년 01월,3.83,3.83
치악산,2025년 02월,3.35,3.35
치악산,2025년 03월,3.18,3.18
치악산,2025년 04월,3.03,3.03
치악산,2025년 05월,3.2,3.2
치악산,2025년 06월,3.0,3.0
치악산,2025년 07월,3.11,3.11
치악산,2025년 08월,3.46,3.46
치악산,2025년 09월,2.96,2.96
치악산,2025년 10월,3.56,3.56
치악산,2025년 11월,2.89,2.89
치악산,2025년 12월,2.5,2.5
치악산,2026년 01월,2.71,2.71
치악산,2026년 02월,2.3,2.3
치악산,2026년 03월,3.78,3.78
치악산,2026년 04월,4.03,4.03
치악산,2026년 05월,4.2,4.2
치악산,2026년 06월,3.16,3.16
치악산,2026년 07월,4.8,4.8
치악산,2026년 08월,4.95,4.95
태백산,2016년 01월,2.85,2.85
태백산,2016년 02월,2.11,2.11
태백산,2016년 03월,1.56,1.56
태백산,2016년 04월,11.59,11.59
태백산,2016년 05월,8.59,8.59
태백산,2016년 06월,5.41,5.41
태백산,2016년 07월,5.7,5.7
태백산,2016년 08월,14.39,14.39
태백산,2016년 09월,10.61,10.61
태백산,2016년 10월,9.15,9.15
태백산,2016년 11월,7.98,7.98
태백산,2016년 12월,12.05,12.05
태백산,2017년 01월,20.38,20.38
태백산,2017년 02월,10.51,10.51
태백산,2017년 03월,5.32,5.32
태백산,2017년 04월,5.55,5.55
태백산,2017년 05월,7.33,7.33
태백산,2017년 06월,6.19,6.19
태백산,2017년 07월,6.36,6.36
태백산,2017년 08월,7.54,7.54
태백산,2017년 09월,5.98,5.98
태백산,2017년 10월,6.06,6.06
태백산,2017년 11월,6.13,6.13
태백산,2017년 12월,9.43,9.43
태백산,2018년 01월,15.33,15.33
태백산,2018년 02월,6.39,6.39
태백산,2018년 03월,6.8,6.8
태백산,2018년 04월,4.61,4.61
태백산,2018년 05월,5.81,5.81
태백산,2018년 06월,4.32,4.32
태백산,2018년 07월,5.76,5.76
태백산,2018년 08월,5.55,5.55
태백산,2018년 09월,4.07,4.07
태백산,2018년 10월,7.0,7.0
태백산,2018년 11월,5.9,5.9
태백산,2018년 12월,7.9,7.9
태백산,2019년 01월,19.24,19.24
태백산,2019년 02월,10.2,10.2
태백산,2019년 03월,4.41,4.41
태백산,2019년 04월,4.34,4.34
태백산,2019년 05월,5.32,5.32
태백산,2019년 06월,4.29,4.29
태백산,2019년 07월,6.01,6.01
태백산,2019년 08월,5.32,5.32
태백산,2019년 09월,3.26,3.26
태백산,2019년 10월,4.63,4.63
태백산,2019년 11월,5.03,5.03
태백산,2019년 12월,8.84,8.84
태백산,2020년 01월,17.15,17.15
태백산,2020년 02월,11.76,11.76
태백산,2020년 03월,4.61,4.61
태백산,2020년 04월,4.08,4.08
태백산,2020년 05월,3.93,3.93
태백산,2020년 06월,3.52,3.52
태백산,2020년 07월,4.67,4.67
태백산,2020년 08월,5.17,5.17
태백산,2020년 09월,3.88,3.88
태백산,2020년 10월,5.83,5.83
태백산,2020년 11월,7.27,7.27
태백산,2020년 12월,16.37,16.37
태백산,2021년 01월,18.55,18.55
태백산,2021년 02월,7.42,7.42
태백산,2021년 03월,5.54,5.54
태백산,2021년 04월,4.12,4.12
태백산,2021년 05월,4.05,4.05
태백산,2021년 06월,4.63,4.63
태백산,2021년 07월,4.63,4.63
태백산,2021년 08월,5.66,5.66
태백산,2021년 09월,3.48,3.48
태백산,2021년 10월,4.13,4.13
태백산,2021년 11월,5.41,5.41
태백산,2021년 12월,9.74,9.74
태백산,2022년 01월,9.93,9.93
태백산,2022년 02월,12.61,12.61
태백산,2022년 03월,7.31,7.31
태백산,2022년 04월,3.07,3.07
태백산,2022년 05월,3.7,3.7
태백산,2022년 06월,3.18,3.18
태백산,2022년 07월,6.19,6.19
태백산,2022년 08월,5.64,5.64
태백산,2022년 09월,3.59,3.59
태백산,2022년 10월,4.42,4.42
태백산,2022년 11월,3.38,3.38
태백산,2022년 12월,7.09,7.09
태백산,2023년 01월,16.35,16.35
태백산,2023년 02월,7.09,7.09
태백산,2023년 03월,2.95,2.95
태백산,2023년 04월,3.78,3.78
태백산,2023년 05월,5.26,5.26
태백산,2023년 06월,5.8,5.8
태백산,2023년 07월,6.59,6.59
태백산,2023년 08월,5.47,5.47
태백산,2023년 09월,3.72,3.72
태백산,2023년 10월,4.38,4.38
태백산,2023년 11월,3.76,3.76
태백산,2023년 12월,9.39,9.39
태백산,2024년 01월,13.34,13.34
태백산,2024년 02월,12.7,12.7
태백산,2024년 03월,3.78,3.78
태백산,2024년 04월,3.23,3.23
태백산,2024년 05월,5.02,5.02
태백산,2024년 06월,4.25,4.25
태백산,2024년 07월,5.68,5.68
태백산,2024년 08월,6.47,6.47
태백산,2024년 09월,6.1,6.1
태백산,2024년 10월,4.86,4.86
태백산,2024년 11월,4.32,4.32
태백산,2024년 12월,5.36,5.36
태백산,2025년 01월,8.83,8.83
태백산,2025년 02월,6.54,6.54
태백산,2025년 03월,4.95,4.95
태백산,2025년 04월,2.56,2.56
태백산,2025년 05월,3.33,3.33
태백산,2025년 06월,3.06,3.06
태백산,2025년 07월,5.71,5.71
태백산,2025년 08월,5.36,5.36
태백산,2025년 09월,3.13,3.13
태백산,2025년 10월,4.41,4.41
태백산,2025년 11월,3.96,3.96
태백산,2025년 12월,5.33,5.33
태백산,2026년 01월,8.88,8.88
태백산,2026년 02월,5.8,5.8
태백산,2026년 03월,4.42,4.42
태백산,2026년 04월,3.15,3.15
태백산,2026년 05월,3.45,3.45
태백산,2026년 06월,3.08,3.08
태백산,2026년 07월,5.1,5.1
태백산,2026년 08월,12.34,12.34
태안해안,2016년 01월,2.52,2.52
태안해안,2016년 02월,2.83,2.83
태안해안,2016년 03월,3.67,3.67
태안해안,2016년 04월,4.22,4.22
태안해안,2016년 05월,4.06,4.06
태안해안,2016년 06월,3.91,3.91
태안해안,2016년 07월,3.8,3.8
태안해안,2016년 08월,3.98,3.98
태안해안,2016년 09월,2.63,2.63
태안해안,2016년 10월,2.19,2.19
태안해안,2016년 11월,1.88,1.88
태안해안,2016년 12월,1.5,1.5
태안해안,2017년 01월,1.25,1.25
태안해안,2017년 02월,1.84,1.84
태안해안,2017년 03월,2.52,2.52
태안해안,2017년 04월,3.24,3.24
태안해안,2017년 05월,3.99,3.99
태안해안,2017년 06월,3.32,3.32
태안해안,2017년 07월,3.26,3.26
태안해안,2017년 08월,3.81,3.81
태안해안,2017년 09월,3.77,3.77
태안해안,2017년 10월,3.66,3.66
태안해안,2017년 11월,2.34,2.34
태안해안,2017년 12월,2.24,2.24
태안해안,2018년 01월,1.91,1.91
태안해안,2018년 02월,1.78,1.78
태안해안,2018년 03월,3.14,3.14
태안해안,2018년 04월,3.68,3.68
태안해안,2018년 05월,3.85,3.85
태안해안,2018년 06월,3.57,3.57
태안해안,2018년 07월,3.63,3.63
태안해안,2018년 08월,3.51,3.51
태안해안,2018년 09월,3.27,3.27
태안해안,2018년 10월,3.36,3.36
태안해안,2018년 11월,2.18,2.18
태안해안,2018년 12월,2.12,2.12
태안해안,2019년 01월,1.95,1.95
태안해안,2019년 02월,2.19,2.19
태안해안,2019년 03월,3.02,3.02
태안해안,2019년 04월,3.92,3.92
태안해안,2019년 05월,5.38,5.38
태안해안,2019년 06월,4.34,4.34
태안해안,2019년 07월,4.35,4.35
태안해안,2019년 08월,4.57,4.57
태안해안,2019년 09월,2.91,2.91
태안해안,2019년 10월,3.37,3.37
태안해안,2019년 11월,2.7,2.7
태안해안,2019년 12월,2.07,2.07
태안해안,2020년 01월,2.27,2.27
태안해안,2020년 02월,2.18,2.18
태안해안,2020년 03월,3.55,3.55
태안해안,2020년 04월,4.97,4.97
태안해안,2020년 05월,5.46,5.46
태안해안,2020년 06월,5.3,5.3
태안해안,2020년 07월,5.7,5.7
태안해안,2020년 08월,4.94,4.94
태안해안,2020년 09월,4.48,4.48
태안해안,2020년 10월,5.06,5.06
태안해안,2020년 11월,3.19,3.19
태안해안,2020년 12월,3.37,3.37
태안해안,2021년 01월,3.35,3.35
태안해안,2021년 02월,4.75,4.75
태안해안,2021년 03월,4.87,4.87
태안해안,2021년 04월,5.01,5.01
태안해안,2021년 05월,5.69,5.69
태안해안,2021년 06월,5.57,5.57
태안해안,2021년 07월,5.9,5.9
태안해안,2021년 08월,6.2,6.2
태안해안,2021년 09월,5.29,5.29
태안해안,2021년 10월,5.13,5.13
태안해안,2021년 11월,3.77,3.77
태안해안,2021년 12월,3.33,3.33
태안해안,2022년 01월,3.14,3.14
태안해안,2022년 02월,3.5,3.5
태안해안,2022년 03월,4.19,4.19
태안해안,2022년 04월,5.36,5.36
태안해안,2022년 05월,6.17,6.17
태안해안,2022년 06월,5.55,5.55
태안해안,2022년 07월,5.53,5.53
태안해안,2022년 08월,6.25,6.25
태안해안,2022년 09월,5.21,5.21
태안해안,2022년 10월,5.38,5.38
태안해안,2022년 11월,3.2,3.2
태안해안,2022년 12월,2.48,2.48
태안해안,2023년 01월,2.22,2.22
태안해안,2023년 02월,2.91,2.91
태안해안,2023년 03월,3.95,3.95
태안해안,2023년 04월,4.7,4.7
태안해안,2023년 05월,5.92,5.92
태안해안,2023년 06월,5.07,5.07
태안해안,2023년 07월,4.27,4.27
태안해안,2023년 08월,5.19,5.19
태안해안,2023년 09월,3.9,3.9
태안해안,2023년 10월,4.05,4.05
태안해안,2023년 11월,2.26,2.26
태안해안,2023년 12월,2.06,2.06
태안해안,2024년 01월,1.83,1.83
태안해안,2024년 02월,2.38,2.38
태안해안,2024년 03월,2.6,2.6
태안해안,2024년 04월,3.61,3.61
태안해안,2024년 05월,3.99,3.99
태안해안,2024년 06월,4.37,4.37
태안해안,2024년 07월,3.99,3.99
태안해안,2024년 08월,4.06,4.06
태안해안,2024년 09월,3.64,3.64
태안해안,2024년 10월,3.79,3.79
태안해안,2024년 11월,2.19,2.19
태안해안,2024년 12월,1.54,1.54
태안해안,2025년 01월,1.64,1.64
태안해안,2025년 02월,1.52,1.52
태안해안,2025년 03월,2.09,2.09
태안해안,2025년 04월,2.43,2.43
태안해안,2025년 05월,2.81,2.81
태안해안,2025년 06월,2.71,2.71
태안해안,2025년 07월,3.18,3.18
태안해안,2025년 08월,3.67,3.67
태안해안,2025년 09월,2.71,2.71
태안해안,2025년 10월,3.17,3.17
태안해안,2025년 11월,1.91,1.91
태안해안,2025년 12월,1.47,1.47
태안해안,2026년 01월,1.51,1.51
태안해안,2026년 02월,1.69,1.69
태안해안,2026년 03월,2.4,2.4
태안해안,2026년 04월,2.56,2.56
태안해안,2026년 05월,2.54,2.54
태안해안,2026년 06월,2.33,2.33
태안해안,2026년 07월,2.33,2.33
태안해안,2026년 08월,2.19,2.19
팔공산,2016년 01월,0.14,0.14
팔공산,2016년 02월,0.13,0.13
팔공산,2016년 03월,0.09,0.09
팔공산,2016년 04월,0.43,0.43
팔공산,2016년 05월,0.44,0.44
팔공산,2016년 06월,0.18,0.18
팔공산,2016년 07월,0.19,0.19
팔공산,2016년 08월,0.34,0.34
팔공산,2016년 09월,0.31,0.31
팔공산,2016년 10월,0.2,0.2
팔공산,2016년 11월,0.12,0.12
팔공산,2016년 12월,0.08,0.08
팔공산,2017년 01월,0.05,0.05
팔공산,2017년 02월,0.12,0.12
팔공산,2017년 03월,0.22,0.22
팔공산,2017년 04월,0.17,0.17
팔공산,2017년 05월,0.17,0.17
팔공산,2017년 06월,0.14,0.14
팔공산,2017년 07월,0.09,0.09
팔공산,2017년 08월,0.09,0.09
팔공산,2017년 09월,0.12,0.12
팔공산,2017년 10월,0.25,0.25
팔공산,2017년 11월,0.13,0.13
팔공산,2017년 12월,0.05,0.05
팔공산,2018년 01월,0.05,0.05
팔공산,2018년 02월,0.05,0.05
팔공산,2018년 03월,0.18,0.18
팔공산,2018년 04월,0.1,0.1
팔공산,2018년 05월,0.11,0.11
팔공산,2018년 06월,0.1,0.1
팔공산,2018년 07월,0.05,0.05
팔공산,2018년 08월,0.28,0.28
팔공산,2018년 09월,0.16,0.16
팔공산,2018년 10월,0.49,0.49
팔공산,2018년 11월,0.14,0.14
팔공산,2018년 12월,0.08,0.08
팔공산,2019년 01월,0.1,0.1
팔공산,2019년 02월,0.05,0.05
팔공산,2019년 03월,0.06,0.06
팔공산,2019년 04월,0.03,0.03
팔공산,2019년 05월,0.04,0.04
팔공산,2019년 06월,0.12,0.12
팔공산,2019년 07월,0.55,0.55
팔공산,2019년 08월,0.41,0.41
팔공산,2019년 09월,0.14,0.14
팔공산,2019년 10월,0.25,0.25
팔공산,2019년 11월,0.19,0.19
팔공산,2019년 12월,0.15,0.15
팔공산,2020년 01월,0.1,0.1
팔공산,2020년 02월,0.03,0.03
팔공산,2020년 03월,0.07,0.07
팔공산,2020년 04월,0.12,0.12
팔공산,2020년 05월,0.15,0.15
팔공산,2020년 06월,0.09,0.09
팔공산,2020년 07월,0.25,0.25
팔공산,2020년 08월,0.19,0.19
팔공산,2020년 09월,0.2,0.2
팔공산,2020년 10월,0.39,0.39
팔공산,2020년 11월,0.19,0.19
팔공산,2020년 12월,0.24,0.24
팔공산,2021년 01월,0.15,0.15
팔공산,2021년 02월,0.11,0.11
팔공산,2021년 03월,0.94,0.94
팔공산,2021년 04월,1.18,1.18
팔공산,2021년 05월,2.0,2.0
팔공산,2021년 06월,1.26,1.26
팔공산,2021년 07월,0.95,0.95
팔공산,2021년 08월,1.32,1.32
팔공산,2021년 09월,1.48,1.48
팔공산,2021년 10월,1.6,1.6
팔공산,2021년 11월,1.83,1.83
팔공산,2021년 12월,1.23,1.23
팔공산,2022년 01월,0.96,0.96
팔공산,2022년 02월,0.92,0.92
팔공산,2022년 03월,1.7,1.7
팔공산,2022년 04월,1.36,1.36
팔공산,2022년 05월,1.21,1.21
팔공산,2022년 06월,1.37,1.37
팔공산,2022년 07월,1.15,1.15
팔공산,2022년 08월,2.22,2.22
팔공산,2022년 09월,1.46,1.46
팔공산,2022년 10월,1.81,1.81
팔공산,2022년 11월,1.8,1.8
팔공산,2022년 12월,2.24,2.24
팔공산,2023년 01월,7.58,7.58
팔공산,2023년 02월,6.22,6.22
팔공산,2023년 03월,10.02,10.02
팔공산,2023년 04월,6.76,6.76
팔공산,2023년 05월,24.8,24.8
팔공산,2023년 06월,14.97,14.97
팔공산,2023년 07월,6.62,6.62
팔공산,2023년 08월,5.03,5.03
팔공산,2023년 09월,4.39,4.39
팔공산,2023년 10월,5.21,5.21
팔공산,2023년 11월,4.37,4.37
팔공산,2023년 12월,4.7,4.7
팔공산,2024년 01월,4.91,4.91
팔공산,2024년 02월,4.61,4.61
팔공산,2024년 03월,6.69,6.69
팔공산,2024년 04월,3.82,3.82
팔공산,2024년 05월,4.08,4.08
팔공산,2024년 06월,3.38,3.38
팔공산,2024년 07월,2.97,2.97
팔공산,2024년 08월,3.33,3.33
팔공산,2024년 09월,3.19,3.19
팔공산,2024년 10월,3.93,3.93
팔공산,2024년 11월,3.97,3.97
팔공산,2024년 12월,4.04,4.04
팔공산,2025년 01월,3.0,3.0
팔공산,2025년 02월,2.96,2.96
팔공산,2025년 03월,4.03,4.03
팔공산,2025년 04월,5.71,5.71
팔공산,2025년 05월,4.51,4.51
팔공산,2025년 06월,2.92,2.92
팔공산,2025년 07월,2.71,2.71
팔공산,2025년 08월,2.81,2.81
팔공산,2025년 09월,3.46,3.46
팔공산,2025년 10월,3.68,3.68
팔공산,2025년 11월,4.36,4.36
팔공산,2025년 12월,4.79,4.79
팔공산,2026년 01월,3.52,3.52
팔공산,2026년 02월,3.33,3.33
팔공산,2026년 03월,3.72,3.72
팔공산,2026년 04월,3.91,3.91
팔공산,2026년 05월,3.58,3.58
팔공산,2026년 06월,2.42,2.42
팔공산,2026년 07월,3.22,3.22
팔공산,2026년 08월,3.49,3.49
한라산,2016년 01월,26.63,57.79
한라산,2016년 02월,13.06,28.34
한라산,2016년 03월,6.3,13.68
한라산,2016년 04월,4.58,9.95
한라산,2016년 05월,4.16,9.04
한라산,2016년 06월,3.78,8.21
한라산,2016년 07월,3.61,7.83
한라산,2016년 08월,2.99,6.48
한라산,2016년 09월,3.52,7.65
한라산,2016년 10월,4.26,9.25
한라산,2016년 11월,4.28,9.28
한라산,2016년 12월,8.05,17.47
한라산,2017년 01월,13.73,29.81
한라산,2017년 02월,17.12,37.16
한라산,2017년 03월,5.27,11.44
한라산,2017년 04월,5.13,11.13
한라산,2017년 05월,4.71,10.23
한라산,2017년 06월,3.57,7.75
한라산,2017년 07월,3.74,8.11
한라산,2017년 08월,4.51,9.78
한라산,2017년 09월,5.18,11.24
한라산,2017년 10월,5.55,12.05
한라산,2017년 11월,6.04,13.11
한라산,2017년 12월,16.27,35.31
한라산,2018년 01월,47.88,103.91
한라산,2018년 02월,53.89,116.96
한라산,2018년 03월,13.97,30.33
한라산,2018년 04월,6.89,14.94
한라산,2018년 05월,7.23,15.68
한라산,2018년 06월,5.75,12.48
한라산,2018년 07월,6.12,13.29
한라산,2018년 08월,6.9,14.98
한라산,2018년 09월,5.74,12.46
한라산,2018년 10월,6.29,13.66
한라산,2018년 11월,6.03,13.08
한라산,2018년 12월,22.65,49.16
한라산,2019년 01월,22.53,48.9
한라산,2019년 02월,15.31,33.23
한라산,2019년 03월,6.05,13.13
한라산,2019년 04월,3.85,8.35
한라산,2019년 05월,3.97,8.62
한라산,2019년 06월,3.39,7.35
한라산,2019년 07월,3.65,7.92
한라산,2019년 08월,3.41,7.41
한라산,2019년 09월,4.55,9.87
한라산,2019년 10월,4.19,9.1
한라산,2019년 11월,4.42,9.6
한라산,2019년 12월,8.63,18.72
한라산,2020년 01월,14.45,31.35
한라산,2020년 02월,10.17,22.06
한라산,2020년 03월,3.69,8.01
한라산,2020년 04월,4.08,8.85
한라산,2020년 05월,2.56,5.55
한라산,2020년 06월,4.72,10.24
한라산,2020년 07월,4.96,10.76
한라산,2020년 08월,8.01,17.38
한라산,2020년 09월,6.78,14.71
한라산,2020년 10월,13.75,29.84
한라산,2020년 11월,16.63,36.09
한라산,2020년 12월,35.99,78.11
한라산,2021년 01월,89.57,194.39
한라산,2021년 02월,31.57,68.52
한라산,2021년 03월,16.02,34.76
한라산,2021년 04월,15.27,33.15
한라산,2021년 05월,14.55,31.58
한라산,2021년 06월,12.72,27.61
한라산,2021년 07월,9.24,20.05
한라산,2021년 08월,9.87,21.42
한라산,2021년 09월,12.19,26.45
한라산,2021년 10월,17.5,37.98
한라산,2021년 11월,22.14,48.04
한라산,2021년 12월,45.17,98.04
한라산,2022년 01월,71.49,155.14
한라산,2022년 02월,57.7,125.21
한라산,2022년 03월,24.2,52.52
한라산,2022년 04월,20.97,45.52
한라산,2022년 05월,22.5,48.84
한라산,2022년 06월,21.55,46.76
한라산,2022년 07월,13.42,29.13
한라산,2022년 08월,14.7,31.9
한라산,2022년 09월,18.14,39.37
한라산,2022년 10월,18.78,40.75
한라산,2022년 11월,17.3,37.55
한라산,2022년 12월,63.98,138.87
한라산,2023년 01월,62.11,134.79
한라산,2023년 02월,26.97,58.53
한라산,2023년 03월,12.09,26.24
